"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"719","357.33333333","interact_with","PWY-5667 (interact_with) PWY-5669","false","interact_with","PWY-5667 (interact_with) PWY-5669"
"720","351.33333333","interact_with","PWY-5667 (interact_with) PWY-5668","false","interact_with","PWY-5667 (interact_with) PWY-5668"
"721","356.0","interact_with","PWY-5667 (interact_with) PWY-5269","false","interact_with","PWY-5667 (interact_with) PWY-5269"
"722","356.0","interact_with","PWY-5269 (interact_with) PWY-5667","false","interact_with","PWY-5269 (interact_with) PWY-5667"
"723","356.0","Contains","PWY4FS-8 (Contains) PWY-5667","false","Contains","PWY4FS-8 (Contains) PWY-5667"
"724","356.0","interact_with","PWY-6825 (interact_with) PWY-5669","false","interact_with","PWY-6825 (interact_with) PWY-5669"
"725","57.81666667","interact_with","PWY-6277 (interact_with) DENOVOPURINE2-PWY","false","interact_with","PWY-6277 (interact_with) DENOVOPURINE2-PWY"
"726","5.15","interact_with","PWY-6277 (interact_with) PWY-841","false","interact_with","PWY-6277 (interact_with) PWY-841"
"727","291.33333333","interact_with","PWY-6277 (interact_with) THISYN-PWY","false","interact_with","PWY-6277 (interact_with) THISYN-PWY"
"728","2.5","Contains","PWY-6277 (Contains) PWY-6121","false","Contains","PWY-6277 (Contains) PWY-6121"
"729","2.5","Contains","PWY-6277 (Contains) PWY-6122","false","Contains","PWY-6277 (Contains) PWY-6122"
"730","58.31666667","Contains","DENOVOPURINE2-PWY (Contains) PWY-6122","false","Contains","DENOVOPURINE2-PWY (Contains) PWY-6122"
"731","680.69157509","interact_with","DENOVOPURINE2-PWY (interact_with) THISYN-PWY","false","interact_with","DENOVOPURINE2-PWY (interact_with) THISYN-PWY"
"732","689.67265235","Contains","DENOVOPURINE2-PWY (Contains) PWY-6126","false","Contains","DENOVOPURINE2-PWY (Contains) PWY-6126"
"733","454.69298202","Contains","DENOVOPURINE2-PWY (Contains) PWY-6125","false","Contains","DENOVOPURINE2-PWY (Contains) PWY-6125"
"734","16.28333333","Contains","DENOVOPURINE2-PWY (Contains) PWY-6123","false","Contains","DENOVOPURINE2-PWY (Contains) PWY-6123"
"735","5.65","Contains","PWY-841 (Contains) PWY-6121","false","Contains","PWY-841 (Contains) PWY-6121"
"736","293.1","interact_with","PWY-841 (interact_with) THISYN-PWY","false","interact_with","PWY-841 (interact_with) THISYN-PWY"
"737","64.85","Contains","PWY-841 (Contains) PWY-6124","false","Contains","PWY-841 (Contains) PWY-6124"
"738","58.31666667","interact_with","PWY-6121 (interact_with) DENOVOPURINE2-PWY","false","interact_with","PWY-6121 (interact_with) DENOVOPURINE2-PWY"
"739","5.65","interact_with","PWY-6121 (interact_with) PWY-841","false","interact_with","PWY-6121 (interact_with) PWY-841"
"740","291.83333333","interact_with","PWY-6121 (interact_with) THISYN-PWY","false","interact_with","PWY-6121 (interact_with) THISYN-PWY"
"741","58.31666667","interact_with","PWY-6122 (interact_with) DENOVOPURINE2-PWY","false","interact_with","PWY-6122 (interact_with) DENOVOPURINE2-PWY"
"742","5.65","interact_with","PWY-6122 (interact_with) PWY-841","false","interact_with","PWY-6122 (interact_with) PWY-841"
"743","291.83333333","interact_with","PWY-6122 (interact_with) THISYN-PWY","false","interact_with","PWY-6122 (interact_with) THISYN-PWY"
"744","1053.36679154","INCOMING","PWY-6126 (INCOMING) IMP-BIOSYNTHESIS","false","INCOMING","PWY-6126 (INCOMING) IMP-BIOSYNTHESIS"
"745","356.0","interact_with","PWY-6620 (interact_with) PWY-6125","false","interact_with","PWY-6620 (interact_with) PWY-6125"
"746","574.04655345","interact_with","PWY-6124 (interact_with) PWY-6125","false","interact_with","PWY-6124 (interact_with) PWY-6125"
"747","303.59417249","interact_with","PWY-6124 (interact_with) PWY-6126","false","interact_with","PWY-6124 (interact_with) PWY-6126"
"748","166.91666667","INCOMING","PWY-6124 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6124 (INCOMING) AIR-BIOSYNTHESIS"
"749","542.81322011","interact_with","PWY-6123 (interact_with) PWY-6125","false","interact_with","PWY-6123 (interact_with) PWY-6125"
"750","280.76083916","interact_with","PWY-6123 (interact_with) PWY-6126","false","interact_with","PWY-6123 (interact_with) PWY-6126"
"751","168.41666667","INCOMING","PWY-6123 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6123 (INCOMING) AIR-BIOSYNTHESIS"
"752","130.23518149","Contains","PWY-5043 (Contains) PWY-6605","false","Contains","PWY-5043 (Contains) PWY-6605"
"753","398.90184815","Contains","PWY-5043 (Contains) PWY-6599","false","Contains","PWY-5043 (Contains) PWY-6599"
"754","48.1","interact_with","SALVPURINE2-PWY (interact_with) DENOVOPURINE2-PWY","false","interact_with","SALVPURINE2-PWY (interact_with) DENOVOPURINE2-PWY"
"755","48.1","interact_with","SALVPURINE2-PWY (interact_with) DENOVOPURINE2-PWY","false","interact_with","SALVPURINE2-PWY (interact_with) DENOVOPURINE2-PWY"
"756","307.9","interact_with","SALVPURINE2-PWY (interact_with) PWY-6125","false","interact_with","SALVPURINE2-PWY (interact_with) PWY-6125"
"757","1003.92407592","interact_with","P121-PWY (interact_with) PWY-6126","false","interact_with","P121-PWY (interact_with) PWY-6126"
"758","668.4955045","INCOMING","P121-PWY (INCOMING) SALVADEHYPOX-PWY","false","INCOMING","P121-PWY (INCOMING) SALVADEHYPOX-PWY"
"759","1010.41217116","interact_with","PWY-6605 (interact_with) PWY-6126","false","interact_with","PWY-6605 (interact_with) PWY-6126"
"760","736.07592408","INCOMING","PWY-6605 (INCOMING) SALVADEHYPOX-PWY","false","INCOMING","PWY-6605 (INCOMING) SALVADEHYPOX-PWY"
"761","495.72036297","interact_with","PWY-6609 (interact_with) PWY-6125","false","interact_with","PWY-6609 (interact_with) PWY-6125"
"762","227.0536963","interact_with","PWY-6609 (interact_with) PWY-6126","false","interact_with","PWY-6609 (interact_with) PWY-6126"
"763","729.09232434","interact_with","PWY-6599 (interact_with) PWY-6125","false","interact_with","PWY-6599 (interact_with) PWY-6125"
"764","356.0","interact_with","PWY0-163 (interact_with) PWY0-162","false","interact_with","PWY0-163 (interact_with) PWY0-162"
"765","356.0","interact_with","PWY0-181 (interact_with) PWY0-166","false","interact_with","PWY0-181 (interact_with) PWY0-166"
"766","356.0","interact_with","PWY0-181 (interact_with) PWY0-166","false","interact_with","PWY0-181 (interact_with) PWY0-166"
"767","708.0","interact_with","PWY0-166 (interact_with) PWY0-162","false","interact_with","PWY0-166 (interact_with) PWY0-162"
"768","708.0","interact_with","PWY0-166 (interact_with) PWY0-162","false","interact_with","PWY0-166 (interact_with) PWY0-162"
"769","708.0","interact_with","PWY0-166 (interact_with) PWY0-162","false","interact_with","PWY0-166 (interact_with) PWY0-162"
"770","99.92380952","interact_with","PWY-5686 (interact_with) PWY-7176","false","interact_with","PWY-5686 (interact_with) PWY-7176"
"771","313.9764411","INCOMING","PWY-5686 (INCOMING) PRPP-BIOSYNTHESIS","false","INCOMING","PWY-5686 (INCOMING) PRPP-BIOSYNTHESIS"
"772","99.92380952","interact_with","PWY-7176 (interact_with) PWY-5686","false","interact_with","PWY-7176 (interact_with) PWY-5686"
"773","356.0","Contains","PWY-6353 (Contains) PWY-5695","false","Contains","PWY-6353 (Contains) PWY-5695"
"774","1056.0","Contains","PWY-6353 (Contains) SALVADEHYPOX-PWY","false","Contains","PWY-6353 (Contains) SALVADEHYPOX-PWY"
"775","356.0","Contains","PWY-6353 (Contains) PWY-6608","false","Contains","PWY-6353 (Contains) PWY-6608"
"783","356.0","interact_with","DHGLUCONATE-PYR-CAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","DHGLUCONATE-PYR-CAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY"
"784","529.0","interact_with","GALACTUROCAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","GALACTUROCAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY"
"785","179.0","Contains","GALACT-GLUCUROCAT-PWY (Contains) GALACTUROCAT-PWY","false","Contains","GALACT-GLUCUROCAT-PWY (Contains) GALACTUROCAT-PWY"
"786","179.0","Contains","GALACT-GLUCUROCAT-PWY (Contains) GLUCUROCAT-PWY","false","Contains","GALACT-GLUCUROCAT-PWY (Contains) GLUCUROCAT-PWY"
"787","529.0","interact_with","GLUCUROCAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","GLUCUROCAT-PWY (interact_with) ENTNER-DOUDOROFF-PWY"
"799","356.0","interact_with","PWY-5386 (interact_with) PYRUVDEHYD-PWY","false","interact_with","PWY-5386 (interact_with) PYRUVDEHYD-PWY"
"800","356.0","interact_with","PWY0-1317 (interact_with) PYRUVDEHYD-PWY","false","interact_with","PWY0-1317 (interact_with) PYRUVDEHYD-PWY"
"807","356.0","OUTGOING","VALDEG-PWY (OUTGOING) PANTO-PWY","false","OUTGOING","VALDEG-PWY (OUTGOING) PANTO-PWY"
"816","356.0","interact_with","PWY-1622 (interact_with) GLYOXYLATE-BYPASS","false","interact_with","PWY-1622 (interact_with) GLYOXYLATE-BYPASS"
"817","356.0","interact_with","PWY-1622 (interact_with) GLYOXYLATE-BYPASS","false","interact_with","PWY-1622 (interact_with) GLYOXYLATE-BYPASS"
"818","708.0","INCOMING","GLYOXYLATE-BYPASS (INCOMING) PYRUVDEHYD-PWY","false","INCOMING","GLYOXYLATE-BYPASS (INCOMING) PYRUVDEHYD-PWY"
"819","288.90952381","interact_with","GLUCONSUPER-PWY (interact_with) PENTOSE-P-PWY","false","interact_with","GLUCONSUPER-PWY (interact_with) PENTOSE-P-PWY"
"820","192.24285714","interact_with","GLUCONSUPER-PWY (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","GLUCONSUPER-PWY (interact_with) ENTNER-DOUDOROFF-PWY"
"821","67.57619048","Contains","PENTOSE-P-PWY (Contains) OXIDATIVEPENT-PWY","false","Contains","PENTOSE-P-PWY (Contains) OXIDATIVEPENT-PWY"
"822","648.77380952","Contains","PENTOSE-P-PWY (Contains) NONOXIPENT-PWY","false","Contains","PENTOSE-P-PWY (Contains) NONOXIPENT-PWY"
"823","356.0","interact_with","PWY-6986 (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","PWY-6986 (interact_with) ENTNER-DOUDOROFF-PWY"
"824","147.40714286","Contains","PWY-6901 (Contains) XYLCAT-PWY","false","Contains","PWY-6901 (Contains) XYLCAT-PWY"
"825","212.59285714","Contains","PWY-6901 (Contains) PENTOSE-P-PWY","false","Contains","PWY-6901 (Contains) PENTOSE-P-PWY"
"826","495.40714286","interact_with","XYLCAT-PWY (interact_with) NONOXIPENT-PWY","false","interact_with","XYLCAT-PWY (interact_with) NONOXIPENT-PWY"
"830","356.0","interact_with","PWY0-1296 (interact_with) NONOXIPENT-PWY","false","interact_with","PWY0-1296 (interact_with) NONOXIPENT-PWY"
"831","356.0","interact_with","PWY-7179 (interact_with) NONOXIPENT-PWY","false","interact_with","PWY-7179 (interact_with) NONOXIPENT-PWY"
"832","116.15854978","OUTGOING","PWY-6932 (OUTGOING) PWY-5340","false","OUTGOING","PWY-6932 (OUTGOING) PWY-5340"
"833","460.15854978","interact_with","PWY-6932 (interact_with) CYSTSYN-PWY","false","interact_with","PWY-6932 (interact_with) CYSTSYN-PWY"
"839","3010.30100251","interact_with","OXIDATIVEPENT-PWY (interact_with) NONOXIPENT-PWY","false","interact_with","OXIDATIVEPENT-PWY (interact_with) NONOXIPENT-PWY"
"840","2880.67719298","interact_with","OXIDATIVEPENT-PWY (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","OXIDATIVEPENT-PWY (interact_with) ENTNER-DOUDOROFF-PWY"
"841","356.0","interact_with","PWY-5913 (interact_with) METHIONINE-SYN","false","interact_with","PWY-5913 (interact_with) METHIONINE-SYN"
"842","356.0","interact_with","PWY-5913 (interact_with) LYSINE-SYN","false","interact_with","PWY-5913 (interact_with) LYSINE-SYN"
"843","356.0","interact_with","PWY-5913 (interact_with) THREONINE-BIOSYNTHESIS","false","interact_with","PWY-5913 (interact_with) THREONINE-BIOSYNTHESIS"
"844","356.0","interact_with","PWY-5913 (interact_with) ISOLEUCINE-SYN","false","interact_with","PWY-5913 (interact_with) ISOLEUCINE-SYN"
"845","356.0","OUTGOING","PWY-5913 (OUTGOING) ARGININE-SYN","false","OUTGOING","PWY-5913 (OUTGOING) ARGININE-SYN"
"846","708.0","OUTGOING","PWY-5913 (OUTGOING) PROLINE-SYN","false","OUTGOING","PWY-5913 (OUTGOING) PROLINE-SYN"
"847","2840.58671679","interact_with","PWY-5913 (interact_with) PYRUVDEHYD-PWY","false","interact_with","PWY-5913 (interact_with) PYRUVDEHYD-PWY"
"848","3699.25338346","interact_with","PWY-5913 (interact_with) HOMOSER-METSYN-PWY","false","interact_with","PWY-5913 (interact_with) HOMOSER-METSYN-PWY"
"849","356.0","interact_with","PWY-6502 (interact_with) PWY-6125","false","interact_with","PWY-6502 (interact_with) PWY-6125"
"850","356.0","interact_with","PWY-6502 (interact_with) PWY-6125","false","interact_with","PWY-6502 (interact_with) PWY-6125"
"460","247.84145022","Contains","SO4ASSIM-PWY (Contains) PWY-5340","false","Contains","SO4ASSIM-PWY (Contains) PWY-5340"
"461","100.75341048","interact_with","SO4ASSIM-PWY (interact_with) PWY-5344","false","interact_with","SO4ASSIM-PWY (interact_with) PWY-5344"
"462","359.43296981","interact_with","SO4ASSIM-PWY (interact_with) CYSTSYN-PWY","false","interact_with","SO4ASSIM-PWY (interact_with) CYSTSYN-PWY"
"463","36.0","interact_with","PWY-6164 (interact_with) PWY-6163","false","interact_with","PWY-6164 (interact_with) PWY-6163"
"464","111.88809524","interact_with","PWY-6164 (interact_with) NONOXIPENT-PWY","false","interact_with","PWY-6164 (interact_with) NONOXIPENT-PWY"
"465","2822.15655047","interact_with","NONOXIPENT-PWY (interact_with) ARO-PWY","false","interact_with","NONOXIPENT-PWY (interact_with) ARO-PWY"
"466","3010.30100251","interact_with","NONOXIPENT-PWY (interact_with) OXIDATIVEPENT-PWY","false","interact_with","NONOXIPENT-PWY (interact_with) OXIDATIVEPENT-PWY"
"467","2070.78791296","interact_with","NONOXIPENT-PWY (interact_with) PRPP-BIOSYNTHESIS","false","interact_with","NONOXIPENT-PWY (interact_with) PRPP-BIOSYNTHESIS"
"468","276.11190476","Contains","ARO-PWY (Contains) PWY-6164","false","Contains","ARO-PWY (Contains) PWY-6164"
"469","2822.15655047","interact_with","ARO-PWY (interact_with) NONOXIPENT-PWY","false","interact_with","ARO-PWY (interact_with) NONOXIPENT-PWY"
"470","320.0","Contains","ARO-PWY (Contains) PWY-6163","false","Contains","ARO-PWY (Contains) PWY-6163"
"471","43.8","Contains","COMPLETE-ARO-PWY (Contains) ARO-PWY","false","Contains","COMPLETE-ARO-PWY (Contains) ARO-PWY"
"472","1582.4898838","interact_with","COMPLETE-ARO-PWY (interact_with) NONOXIPENT-PWY","false","interact_with","COMPLETE-ARO-PWY (interact_with) NONOXIPENT-PWY"
"473","130.0","Contains","COMPLETE-ARO-PWY (Contains) PHESYN","false","Contains","COMPLETE-ARO-PWY (Contains) PHESYN"
"474","2995.38393142","Contains","COMPLETE-ARO-PWY (Contains) TRPSYN-PWY","false","Contains","COMPLETE-ARO-PWY (Contains) TRPSYN-PWY"
"475","2286.82738095","Contains","COMPLETE-ARO-PWY (Contains) TYRSYN","false","Contains","COMPLETE-ARO-PWY (Contains) TYRSYN"
"476","1448.32492507","interact_with","P4-PWY (interact_with) CYSTSYN-PWY","false","interact_with","P4-PWY (interact_with) CYSTSYN-PWY"
"477","2112.67968698","Contains","P4-PWY (Contains) DAPLYSINESYN-PWY","false","Contains","P4-PWY (Contains) DAPLYSINESYN-PWY"
"478","1208.21190476","Contains","P4-PWY (Contains) HOMOSER-METSYN-PWY","false","Contains","P4-PWY (Contains) HOMOSER-METSYN-PWY"
"479","3292.83093719","interact_with","CYSTSYN-PWY (interact_with) SERSYN-PWY","false","interact_with","CYSTSYN-PWY (interact_with) SERSYN-PWY"
"480","1740.0","Contains","PWY0-781 (Contains) P4-PWY","false","Contains","PWY0-781 (Contains) P4-PWY"
"481","1056.0","Contains","PWY0-781 (Contains) SAM-PWY","false","Contains","PWY0-781 (Contains) SAM-PWY"
"482","356.0","Contains","PWY0-781 (Contains) PYRIDNUCSYN-PWY","false","Contains","PWY0-781 (Contains) PYRIDNUCSYN-PWY"
"483","416.42607918","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) ILEUSYN-PWY","false","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) ILEUSYN-PWY"
"484","81.83333333","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) LEUSYN-PWY","false","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) LEUSYN-PWY"
"485","496.67846014","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) VALSYN-PWY","false","Contains","BRANCHED-CHAIN-AA-SYN-PWY (Contains) VALSYN-PWY"
"486","2.0","Contains","SER-GLYSYN-PWY (Contains) GLYSYN-PWY","false","Contains","SER-GLYSYN-PWY (Contains) GLYSYN-PWY"
"487","354.0","Contains","SER-GLYSYN-PWY (Contains) SERSYN-PWY","false","Contains","SER-GLYSYN-PWY (Contains) SERSYN-PWY"
"489","356.0","Contains","PWY0-1061 (Contains) PWY0-1021","false","Contains","PWY0-1061 (Contains) PWY0-1021"
"490","1740.0","Contains","PWY0-1061 (Contains) ALANINE-VALINESYN-PWY","false","Contains","PWY0-1061 (Contains) ALANINE-VALINESYN-PWY"
"491","1056.0","Contains","PWY0-1061 (Contains) ALANINE-SYN2-PWY","false","Contains","PWY0-1061 (Contains) ALANINE-SYN2-PWY"
"492","2749.5388331","interact_with","ALANINE-VALINESYN-PWY (interact_with) VALSYN-PWY","false","interact_with","ALANINE-VALINESYN-PWY (interact_with) VALSYN-PWY"
"493","2749.5388331","OUTGOING","VALSYN-PWY (OUTGOING) ALANINE-VALINESYN-PWY","false","OUTGOING","VALSYN-PWY (OUTGOING) ALANINE-VALINESYN-PWY"
"494","274.16666667","interact_with","VALSYN-PWY (interact_with) LEUSYN-PWY","false","interact_with","VALSYN-PWY (interact_with) LEUSYN-PWY"
