G:\pixelArtist\src\framework\gr\network-visualization\Datavisualization.Network\network_graph-netcore5.vbproj : warning NU1510: PackageReference System.Drawing.Primitives will not be pruned. Consider removing this package from your dependencies, as it is likely unnecessary. [g:\pixelArtist\src\framework\gr\network-visualization\Datavisualization.Network\network_graph-netcore5.vbproj::TargetFramework=net10.0]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
warning, 968 ms - Target source sequence is nothing...[Clone]
  bbox=(20.0,20.0)-(980.0,980.0) size=(960.0x960.0) minPairDist=75.321 nan=0
  [PASS] 布局合理：不塌缩、无 NaN、节点不重叠
=== CircularLayout + 2-opt 交叉优化 ===
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
warning, 969 ms - Target source sequence is nothing...[Clone]
  bbox=(20.0,20.0)-(980.0,980.0) size=(960.0x960.0) minPairDist=75.321 nan=0
  [PASS] 布局合理：不塌缩、无 NaN、节点不重叠
ALL CHECKS DONE
