,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,label:cluster
three,-0.4869623260444008,-2.000656744514718,0.21796917800735763,-3.2222893027205703,0.9522492858378745,-1.645091706323819,1.308712515702102,-0.47326894169235256,1.9786226042805841,7
times,-0.3119660566657394,-1.5543643681575252,0.4564111294690663,-3.8807707837391425,1.454099152526901,-1.2394943271429553,2.015405078642377,0.09187255671917187,1.6155992185320562,7
before,-0.5740457219960072,-2.8324797128551014,0.7413320341725271,-2.8137752918273393,1.2500546213830823,-0.8161050335727966,1.725531925168221,-0.5010439759312943,1.3578229635349055,6
If,-0.6787490053300488,-1.903007296675111,0.7435483258300792,-2.919081649637432,0.8702266797132248,-1.5753537900754504,1.1177349380110637,0.1320320540371514,1.7389351899361047,9
have,-1.0032535105510834,-1.9028564473655116,0.6763175935737995,-2.7956999477263653,1.6712230848658525,-1.4286866219985412,1.2911415223983338,0.6393679226667283,2.1220041752124925,4
rest,-0.8798134095132296,-1.717512844504039,0.9090749911839254,-3.325082322097252,2.2300081716357543,-1.0133771403550749,2.3687042153086626,-0.11471267051522348,1.2205960912248903,8
must,-0.1480286228590245,-2.1137798113084028,1.2162531405579706,-3.1679661840766933,2.2795527417362584,-1.1317922746030238,2.196943132173014,0.0330332693114391,0.9373549235750761,8
more,-0.8823904036514184,-2.3468525810436067,0.6054782189638225,-3.4112866029845765,1.248974195996007,-0.5472835804284861,1.7092496896078075,-0.5284754337358492,1.061821788818624,6
descend,-1.0051994143047738,-1.5743423105243917,0.1813162021673692,-3.5143841897702117,1.5077711355676118,-1.4935176330212554,1.3731886463688499,0.3611036020901393,1.0135615040769266,3
gloom,-0.3433534720431196,-1.896605277282624,0.7692090849834337,-3.4664780708452874,1.6298413023810001,-1.088935311926212,1.2261666131284832,-0.5948858816060418,2.0989342652904392,1
therefore,-0.7065556752775825,-2.634469700205101,0.4366242619303549,-2.9109074972826603,1.5092447438857488,-0.9267300197963702,2.114701558031243,-0.27725968843951887,0.7449911120753782,6
himself,-1.135551870054557,-2.0533820687462105,0.7819545645700944,-3.365596278883897,2.4692077914252226,-1.4860055279445232,1.508533912018485,0.4135580514895392,1.2383217310212242,5
again;,-0.2779524615024706,-2.1936429640463326,0.3572871275460119,-2.480690538483301,1.9458095192069875,-1.2608843212941117,1.3975598595578222,0.10458985597266984,2.186706508689975,4
but,-0.9924879003272088,-2.327294406191251,1.0231352130663123,-3.055885929248069,1.35765321266095,-1.5326121782531168,1.4853809165604748,0.5375225870836945,2.2222185753989923,9
terribly,-0.5648570285419144,-2.401674488339122,0.8568955027550486,-3.3461017756135325,0.8107679414983718,-1.5987872204205626,1.7429860218416,-0.2933193014618993,1.8782593273874115,7
afraid,-0.22663446350171995,-2.311349522481647,-0.0014599433098782663,-3.622930774117015,1.4395994728507837,-1.2915052665206224,1.498230093260046,0.3084276556129252,2.1621176188878484,7
him,-0.9358023213800559,-1.7302398791842801,0.3885640165474656,-3.1443727964848405,1.4351298726238226,-0.9531868190452162,1.4507917137636979,0.7016966741799402,1.4466711712746583,3
How,-0.33662793892876786,-2.726874288984354,0.21311825798535178,-3.5969317037816952,1.5023652825547076,-1.40984269443272,1.8033803157697548,0.06981924399321703,2.290000019923293,7
canst,-0.37678156383350897,-2.398420959809298,0.14836037143258715,-3.39452721422209,1.608641343036676,-1.1138363629487076,1.1533291029532087,0.7127688933630513,1.9493506483089422,4
thou,-0.6245971190457053,-2.23682686972121,0.54348040968309,-3.5769554780933754,1.1187603117754423,-0.5866636519035094,1.7436954446015203,-0.4744645480288694,1.1106071304106258,6
dare,-0.4239118577974308,-2.798576257410923,1.159454026055361,-3.414469344623638,1.0620832426687943,-1.3667201261269573,1.262594616994642,-0.0152777814103445,1.3066638507874435,9
said,-1.0587601458853118,-2.0506678031828036,0.7458592302532507,-2.8547460843915005,1.5651421107532584,-1.169780081330136,1.0808914461524965,0.5129370267488508,2.125155847164588,4
angry,-0.19278434384334317,-2.1850936435807498,0.04891327904818205,-2.3427476141680033,1.5588992435709768,-1.2694088282333622,1.525629078685948,0.2309082888612277,1.5685198507653109,2
look,-0.7577872965341135,-2.205820166483031,1.3862651080554012,-2.418624691675264,1.659168753899205,-1.0732468498785532,1.837906192194454,-0.025676595459478625,1.0455663633285106,6
my,-0.44189188681114944,-1.7751311461083672,0.7326843338498599,-3.3161254951409846,1.5976280590959373,-1.1879926469928825,1.2220877652360203,-0.5866819971961931,2.0674240045874432,1
steal,-1.0558158119162917,-2.078606193080981,0.09103977142007548,-2.9346496802551654,1.6763198727953856,-1.4144674278452969,1.4195479677548295,-0.17687990333467374,0.5883120696421936,3
like,-0.27498764265333087,-2.4499423812480745,0.806461017261965,-3.4008887697362358,2.2603704512290865,-0.925149268719159,1.1625574707608743,-0.04579606406948423,1.8876386928441855,1
thief,-0.2947235522798212,-2.4731287856591746,0.974586742666009,-3.657480210411289,1.8133745321364425,-1.3807769064450457,1.0909599617792567,0.2191504315345572,0.9405016826548813,8
Thou,-0.14814245526454814,-2.639055730376821,0.04705876537432255,-3.789970739088182,1.524664123467187,-1.475384473983853,1.8041734408280443,0.4001446392376368,1.6969928359601314,7
shalt,-0.7095085117666668,-2.20570259956582,0.44155054147307776,-2.9942448021478736,1.952817383436397,-1.388053893442636,1.2596131662236605,1.1313349680021922,1.4902282034009504,4
suffer,0.26770209917768933,-1.8886459133324078,0.6993399480647585,-3.385060762507631,1.622681690788415,-1.4556193706595104,1.4775896399455668,-0.4472398879419497,1.6262060347882257,1
answered,-0.2114771779052801,-2.0639654122145705,0.08058339509582557,-3.281519414704958,1.3982989870735099,-1.17813278009599,2.2529124631939226,-0.3202086462396122,1.9172877914440827,7
mercy,-0.36391474022335024,-1.5303092286300541,0.653384931249925,-3.938002224188059,1.4816878297867526,-1.205511614534535,1.9915374863762225,0.20081287061883712,1.3211134558583293,8
take,-1.3942152563408463,-2.455291589305559,1.2881608264356519,-3.3011077984344848,1.828626463056344,-1.6007724647990795,1.59542644358161,0.10357091337078195,1.6129927370561492,5
place,-0.39773482377607455,-2.412718175536709,0.9202355084971415,-2.8300494543351173,2.699619342071205,-1.277958550688749,1.6585868069241154,-0.30091690694349826,1.3990059114478823,2
justice,-1.1478680422303267,-2.1603595311582313,1.0020893214392876,-3.154992950833141,2.097488476434706,-0.8777889737049775,2.1140103903050647,-0.11046121235577863,0.814085350673389,6
only,-0.7384357494782641,-2.542251314241376,0.4412824777147397,-3.71443728199957,1.7007281423492981,-1.408626989093903,2.377421383103243,-0.00405038003173673,1.0563557722219703,8
up,-0.3418921544006835,-1.753289331180316,0.7734101829987171,-3.3783638198908523,2.161381230753961,-1.0668070151313185,1.4792524050970928,0.40600321044718257,1.9943887227762163,4
mind,-0.3003172212201858,-1.6537294896038575,0.5773517282064172,-3.674840837603198,2.1014663006013468,-1.0177140316675621,2.086027580092966,-0.14086205541453808,1.419368112407586,8
do,-0.4277078600034983,-2.0259669959930617,1.5675130787927738,-3.294544776695783,2.042424970156841,-1.4136197517093767,1.794486582055221,-0.02190693449248105,1.003392606525541,8
out,-0.27992214303819485,-2.259804486306603,0.6422039599442122,-2.8560028949852065,2.3963993120056655,-1.4246208828883682,1.1078087486492514,-0.13283660453518975,0.9691704170346471,2
necessity,-0.29087083471733455,-2.4114917904322577,0.6803417813397561,-3.9251396522786615,1.6650148575655959,-0.9867576492572286,1.5995092196760075,-0.028301875335935697,0.8965991036798224,8
My,-0.5847297955835196,-2.6312832376714486,0.15865363889532674,-2.9228658089131256,2.476223038603334,-1.5558425657458272,2.065026900035084,0.0022917015043485522,1.466639073150345,2
your,-0.15339758977233614,-2.5153727129053602,0.8549150592909925,-3.241507482156696,1.427874490024667,-2.0195772448635148,1.2475547360288757,-0.20156911478942507,1.3786266777184444,9
felt,-0.3056376054351151,-2.5555560074720622,1.06403736131817,-2.6611783508657223,1.1116218842533057,-1.6380741111320565,1.4894090427394073,-0.046158662923332164,2.0690417864352675,9
such,-0.9504252522535805,-2.7849744684948097,0.7367755202529855,-2.9355099333690986,2.232592477372413,-1.7913483515840414,1.9064788252041618,0.21449266333473876,1.0113897654602018,5
longing,-0.3347867463104866,-1.9764808672436267,0.053517415273342056,-3.1016535855916523,1.0280371111949658,-1.5574866731897417,1.2553435882163106,-0.14756125551382218,1.8960336001390101,7
would,-1.041322051737869,-2.183356057760464,0.18284479058222827,-3.2650569855328526,2.009294376494018,-1.098350378668766,1.4644785381442862,-0.07140433417375114,0.5954997591704962,3
died,-0.914866633966673,-2.773025200597591,0.18182932232914784,-3.035091043098803,2.3337916339588056,-1.5067638996466755,1.5947163612905813,-0.2107538211246387,1.0068780591120645,2
got,-0.18525420733563094,-2.4951177555150763,0.931153837769995,-2.898629215757437,1.263760183973434,-1.4761544162502298,1.4346554577410444,-0.32266300107204593,2.235768768430551,9
allowed,-1.3134175790136096,-2.2692120912045777,1.1138314009449668,-3.590727186541461,2.1247634519186533,-1.3570100668744132,1.6602221999955582,0.2830947081505936,1.4435145155065712,5
anger,-0.2297415701891804,-2.705160681351424,1.17844799079364,-2.725076501501345,1.2337225760556176,-1.713065467646474,1.7180519888676933,0.33673669570327797,1.6854602231082796,9
softened,-0.5303991345663651,-2.2098103996400393,1.0676405088347096,-2.657747049004646,2.6200887894783964,-1.0576851888730152,1.7410312176096507,-0.2691416253767423,1.316543883496943,2
case,-0.2326918074619748,-2.2484583416167774,0.1769210850869883,-3.152787724662864,1.5965161288317335,-1.1506206370139107,2.396231798995476,-0.4326183353932103,1.8708389051767509,7
sayest,-0.24277379489005774,-1.707110316719898,0.6304089208422452,-2.8327136799913277,2.0435362036048983,-1.2586401030702414,1.6970446960414545,0.4887395921224453,1.9751542685127925,4
allow,-0.3230025397935627,-2.0497851717017697,0.12141036852500035,-3.397962584591794,1.099763765364715,-1.7211527193856568,1.433014783642306,-0.4429281260595858,1.923926872628468,7
wilt,-0.7713590550522861,-1.7191506824935219,0.7772850976169373,-3.9549112011242693,1.4320257797001592,-1.3703961528985507,1.9941408513766241,0.12474919767132774,0.9656386278246495,8
make,0.05028928946933094,-2.2726166619057513,1.0941666980322573,-3.430687013973281,2.3316641075647713,-0.9713639784499896,1.646101454250231,-0.08372551958553806,1.729131210119516,1
condition,-0.31388727429948066,-2.454930643479799,0.7792076649732727,-2.887064214916875,1.8692524367103942,-2.1141278942692376,1.3713937676317567,-0.4305362544776895,1.4313275213613972,2
give,-0.9646110753818283,-2.518876290913464,0.42903737865119596,-3.2899222965101256,1.9389917102017684,-1.6624240945563926,2.546589493023751,0.10670827089235274,1.214642183657048,5
me,-0.45906979839691187,-2.6865494860641825,0.5478769523863801,-2.8659945408094636,1.4379862855642018,-0.8161383541765015,1.8574817629813425,-0.6113194528586458,1.1584806562255947,6
world;,-0.09217586806041307,-2.591875963095133,0.18290637308862776,-3.05580434056913,1.836477103687436,-1.3184439870178826,2.159115592541175,-0.4371302313706223,1.953295093565872,1
well,-0.41961877362990424,-2.536429015586508,0.7760797476654858,-3.4160157977968555,1.0423903060048991,-1.3707919005173657,0.8876297918340188,0.1584541540389423,1.7909240321839381,9
treated,-0.4294967495285095,-2.2680135575328326,0.917192052531779,-3.175823001742379,1.7355935988374709,-1.6433682138483536,1.2838899289012335,1.0085262139213271,1.9005259441117262,4
care,-1.2371253474214445,-1.815840718299039,1.044620658469292,-3.6483429640380565,2.160798894026672,-1.392544930766417,1.968635526344232,0.2703908255752307,1.3275781965621922,8
mother,-0.7291695799625469,-2.483108514950236,0.7682685052991305,-2.953293123870133,1.7176593264466686,-0.7232221780561603,1.8642202801511227,-0.4986116040948584,0.6690460478012002,6
terror,-0.7494075889695153,-1.8962909140040622,0.8297885773980213,-2.8175753664089154,1.7309215928477384,-1.7278300087995617,1.2038979849623812,-0.5856098030970438,1.7608698826883884,9
consented,-0.2033658992275538,-3.003747007663153,0.5575288278528451,-3.572672514022929,1.315348068388404,-1.5410727657428347,1.262375263833861,-0.045555593152729945,1.5838372554598907,1
everything,-0.9155260873952472,-2.933806930768784,0.8549723931794433,-2.8612610905058085,2.369927251995262,-1.5919995910870532,1.8985300245522652,0.2296609185230666,1.1335806066904812,5
brought,-0.9739153601827374,-2.391965727164516,0.5592897752329746,-3.2216778894511644,1.8693684280797047,-1.6758018869957325,2.4976746294695094,0.20159340284459853,1.077389486368699,5
appeared,-0.8419671223960443,-1.8900132319963279,0.9691654591880373,-3.8319608610937244,1.7557699978239079,-0.8783020725829294,1.6538913596992548,0.04583171590614413,1.007795205634282,8
gave,0.10833372019071824,-2.0974467252629383,0.7780370480526237,-3.6350096303030037,1.5578673702814667,-1.2618733429389766,1.3609295833868658,-0.5795989351981959,1.7365886377585595,1
name,0.343813550954869,-2.185844630804037,0.863041329682519,-3.4077119675281673,1.8600461865895221,-1.2274439832161337,1.4517466153941514,-0.3887010502821398,1.6715919290371934,1
Rapunzel,-0.395617243364356,-1.7469645438911336,0.48984038178999273,-3.9150136788199736,1.9575753079547065,-0.9584606727162719,1.9408379870827486,-0.2068438262168699,0.9982189300401597,8
grew,-0.8911908468253529,-2.333674813581205,0.4980306707850231,-2.824233543717128,1.813119865621709,-1.875209308673609,1.4285633734682714,-0.1446838723897468,0.8543947699371401,2
beneath,-0.04013527200978677,-2.4579609197695227,0.4552220580325073,-3.1976234729628534,2.452335605756727,-1.1857239761645697,1.6452862910804817,0.6100953201418353,1.4852723171964184,2
sun,-0.6488172873913294,-2.2188874181956075,0.546852152525286,-3.683288327239879,1.421745025058924,-1.3201871306708086,1.3465956145308668,0.17465806426738084,0.6403534609927096,3
When,-0.5617169008124238,-1.7823138538672556,1.0271517693552596,-3.473678137017529,2.150692081161282,-1.072334868028405,1.3520324360811604,0.2527796419230483,2.003820625605579,4
twelve,-0.3708485934880212,-2.4522967118269645,0.16454331383429205,-2.9126633600574015,2.417678436166657,-1.400773434974593,2.1315622248297115,0.404580368256903,1.6050435022312601,2
years,-0.39819546756512114,-2.593053361853819,0.9304588351271487,-3.3053317854133133,2.1244983600309255,-1.857582701899136,1.5527228145213925,0.626107740813568,1.9997494207416449,4
old,-0.8560618219969969,-1.718034944489998,0.34610708335311025,-3.2727035352142932,1.6289388870926478,-1.5426079688357297,1.315677350194326,0.5327797438941753,0.9512086291813032,3
shut,-0.7689499813984038,-1.7599836286245973,0.021167128435401042,-3.6422355128243034,1.0425666130939102,-1.6349531083078694,1.3736474187948526,0.14287515211558874,1.1996758756030916,3
tower,-0.1921562233814984,-2.4123163322723054,0.2933176926157001,-3.0719788480642634,2.3372006696154495,-1.177790398613257,1.8787851782110836,-0.4113163738536264,1.776777042592855,2
lay,-0.13067045563997284,-2.2913090498039836,0.5989044314618631,-2.818840376940207,1.852125930094145,-1.9560783390356768,1.303000431975301,-0.5209372527028455,1.5723288747495878,2
forest,-1.0676440999847459,-1.8018886859417322,0.8791138130855765,-2.9792381010067506,1.6863967312637138,-1.2339252789405661,1.2419395924143255,-0.52668006716919,1.8209058333842136,9
neither,-0.3848965335501057,-3.0033353019098925,0.6846258087577606,-3.4452615826590858,1.3988303459466556,-1.6935970503202955,1.2741735764530964,0.05557164221413662,1.63807821961684,9
stairs,0.07708039724783865,-2.8864128849086583,0.5741732493167047,-3.081475375575085,1.249578727946263,-1.6101765790118479,1.5202718482201785,-0.2042665931276685,1.6001336493573475,1
nor,-0.4907409101136535,-2.9065648784896765,0.4948506029084908,-3.3196476161563186,2.2543511450926,-1.7723641948171651,1.4353612767832622,-0.06295494966282672,1.25072687012928,2
door,-0.14809487116820919,-2.221317277261306,0.02189395399627187,-2.8886138261282897,1.4067802924378672,-1.396771457182028,1.5944137563659135,0.04550845692378318,2.260654797387079,7
top,-0.8625597492591844,-2.1600858562310727,0.6053321556060712,-3.054962192677061,2.4656575573725985,-1.4896673618316494,1.3011550374204413,0.4226945867215728,1.8256771266018728,4
wanted,-0.6320594025207472,-1.866712154367581,0.2721977911881445,-2.840072599049469,1.386264343679973,-1.7017433784135019,1.1836797001746402,-0.357290530386995,1.0925165201601752,3
placed,-0.6063494625547271,-1.9783285904321462,0.8637406281571858,-3.1537407963406503,1.6795586528480957,-1.2328932904673937,2.6643961374194007,0.0826163759021004,1.6930685969794725,8
cried,-0.7746411833245357,-2.441911114210062,0.833259450920909,-3.33383378055907,1.7411983533010453,-0.7759194033961112,1.7459663048265732,-0.2770819710494693,2.3440153484909714,1
Let,-1.0776536412540276,-2.765771686855908,0.8388781178327367,-2.952724066026155,2.2916584562676983,-1.4810251128078453,1.7462179353012148,0.5006749750185215,0.9253579371918358,5
hair,-1.0256829364656361,-2.7402522896508503,0.5940378269685086,-3.1985667212744566,2.3973537727697027,-1.3425243825795978,1.5722265514206686,0.1831139310446031,0.8522081833103368,5
magnificent,-1.156502806482292,-1.9101544207467418,1.0027237185446218,-3.6171031218214362,2.1021326206755857,-1.4779300500369208,2.1598043093558092,0.18553937763922085,1.5531054413885006,8
fine,-0.0592880021952119,-1.703547861386722,0.13447135466117185,-3.813639406376024,1.4460646634355527,-1.3635974130190114,1.8946399342152953,0.09478816786244788,1.594407978492064,7
spun,-1.1163773648045459,-2.598289683318969,0.9321186864864313,-3.213678985141239,1.3787281395332696,-0.5614736070369452,1.6939022639870802,-0.4088372988705766,1.2900333607945986,6
gold,0.302415740290166,-2.5356996605735898,0.5684930832065517,-3.279317251004059,1.7119541660664237,-1.4603221434624492,1.641566646772756,0.3981021998542117,1.3225973773248545,2
heard,-0.39644270324611414,-2.5875660115886747,1.231406970580419,-2.553823697379549,1.6708382334772454,-1.6686567982914966,1.6219732408244034,0.7326707176012265,1.519774762353146,9
voice,-0.12706975382405045,-1.7348845826190749,0.9762756005043374,-3.0859308586300993,1.337955392383616,-1.3838145815288265,2.1517195717807946,0.29053097539065365,1.0499208597519154,8
unfastened,-0.535544719393963,-1.8724973091618489,1.245796186597144,-2.4848130219325144,1.2743208214918758,-1.3585732800972585,0.9498657886911033,0.22866420670609733,1.7522472139517484,9
braided,0.13624730339996421,-2.314822704258808,0.39619676568351625,-2.6876816750109707,2.327295835645687,-1.4317003120623915,1.270143300090734,-0.049266991230075205,1.2820669039992953,2
tresses,-0.2656127698920487,-2.8120235767663524,0.6179450817437915,-3.7460193437222555,1.4611519823465349,-1.7613073162679547,1.5345817647722646,0.4210399544676319,1.7874984841512978,7
wound,-0.7580773947363455,-2.058922943871468,0.3673988434103603,-3.8741633662043737,0.8752505853197841,-1.4824523476154268,1.8658621088558216,0.04151969318012628,1.4280431699535143,7
them,-0.6107982768579215,-1.9853480848694123,0.6735376750944683,-3.3871446239172456,1.7380056071323158,-0.645683137526761,1.9846152480563863,-0.6604669873046576,0.965070991725474,6
round,-0.21772724897251722,-2.7581102085243314,0.5400649760766935,-3.0294529201983726,1.4530012875847869,-1.5723434021101088,1.9048426920661523,-0.1851509245912516,2.3100599619740008,1
hooks,-1.0274578322522492,-1.6135742856825253,0.5344895405212969,-3.097022658048095,1.6053196715715263,-1.4631596581992572,1.4229911971503577,0.6829652623187004,1.6527362279759055,4
above,-0.3775799145469413,-2.1812547281333377,0.38050972825875695,-2.6064612589309353,2.5162267692602405,-1.4446290873213572,1.3941654401209294,-0.2517830894074539,1.2287818966251849,2
then,-0.878541350320572,-2.026595727091747,1.442348406879882,-3.2640781367075182,2.41382328325754,-1.3993158118558495,2.060939707001253,0.11697008171505885,1.1836814804033358,8
fell,-0.7958711427371015,-2.616404146400235,0.8200735858005814,-3.107861857654088,1.1886037452183016,-0.6062454791569993,1.3193578030640467,-0.29366700918443744,1.8207275994589986,1
twenty,-0.7946565368366929,-2.10489392011968,0.449055177288049,-3.781168043351031,1.255469454764044,-1.389621330598686,1.4986893711162443,-0.23604548800813474,0.8503092740236182,3
ells,-0.40974235918340335,-1.9505969237146052,0.3391417693579685,-3.604908444540459,1.27692269627053,-1.526495803373269,1.1140320424573322,0.4340528981835005,1.0423625331096347,3
climbed,-1.099659112147692,-2.3986372909815525,0.7401559824837897,-3.3574091688952756,1.2237990331705808,-0.9934587933247306,1.181022585273675,0.08840259768905924,2.153134129796389,9
After,-0.6174840149942957,-2.487881561446485,0.8516198906966164,-2.886812351165553,1.8159302646402395,-0.851244819858986,1.864920930414164,-0.3347001686323028,0.6099458427990794,6
year,-0.18657307562976386,-2.752618894337553,0.3778500885271036,-3.21660423220278,1.220771637304875,-1.1700808275703818,1.7757917816436506,-0.550132394784983,1.4931805267523266,1
or,-0.49157926880015623,-2.8623695457173484,0.5306000272868082,-3.104023500950947,1.0639935558729912,-0.8001485122788309,1.3156385932551322,-0.03143258537737199,1.4593626137627973,1
two,-0.6729876524105735,-2.149018152203856,-0.0467171247967744,-3.713191556694191,0.9253305603856026,-1.6429934533787254,1.6371565244384942,-0.14676520286228667,1.806010441274089,7
came,-1.4681886178607653,-2.6972945221641216,0.967101777939982,-3.1573289120204366,1.5930686802580183,-1.3153416428983138,1.4673865384341787,-0.02917243791661968,1.7754265358017192,5
pass,-0.16531087696363586,-2.266639721406012,0.9431540201982077,-3.209335221819086,1.806265951542046,-1.291824371820973,2.376379021414713,0.25837029907378817,2.0889696748847917,4
King's,-0.8969834424536491,-1.8614026817587757,0.49753430692963774,-2.930029746287337,1.5042111632451274,-1.0479715764208313,1.3571860941754192,0.8313605370861488,1.6518220064976403,4
son,-1.023503208085383,-1.9773194539499013,0.6835205576691402,-3.191826622454561,2.546669737356199,-1.466751144375467,1.5200466615190797,0.44735764493233254,1.5126121286477985,5
rode,-0.31751966688654354,-1.9186814284971971,0.8390401616233973,-3.4686115968518147,1.6176481299833527,-1.5662394484208821,1.3862122804839827,0.8611379881761455,1.38710885448348,4
through,-0.4524009120976681,-2.250796480747425,0.32083109276406613,-2.81305735877808,2.648589729948236,-1.2493664250843297,1.7740476232890736,-0.30981788981536307,1.211836558178257,2
went,-0.7508492056310435,-1.969180195273575,-0.08129547068613364,-2.8911992471720014,1.1717366349973133,-1.5005896304644106,1.4592734071879458,0.03084381544086549,1.121217170373852,3
song,-0.9383763492785999,-2.397676280009541,1.0029091082832682,-3.7927824957589937,1.6866979223836909,-0.8026843068645063,1.559008255458174,-0.005420877279912635,1.1038260156795185,8
charming,-0.972670632278441,-1.910688246519512,1.2151766320134352,-3.2383547207464325,2.1866817026821783,-0.9380954480258881,2.2497640769122618,-0.13858868073688604,0.9514500201068175,8
stood,-0.24410551084281337,-2.2957217801459757,0.7311294598198108,-2.8078671788394147,1.6156455827008138,-1.3205526769354252,1.1460949387281414,0.781359225095468,2.040315580248911,4
still,-0.4428374929301121,-2.1969911717742563,0.2744218963881232,-3.189180209392013,2.0209957137171366,-1.1151650506980193,1.2959295454406012,0.9525428098140509,1.7090274778007637,4
listened,-0.4128927901362296,-2.375619964186676,0.8612604503323661,-2.5681385677643918,1.763910225877872,-1.296711548154453,2.2091559107435037,0.4439766764541059,1.870591509018466,5
solitude,-0.7254125731497562,-2.1162908223988794,1.4381966714507588,-3.099043093248566,2.3058019786351522,-1.5816145621692947,1.897598727720385,0.2458973841344845,1.0648473468634836,8
passed,-0.4999746687510509,-2.1504081949005767,0.42756809339724144,-2.50966189380042,1.839630883680576,-1.4744048569489991,1.6010097411923623,0.2764418944553652,2.2935599228197217,4
time,-0.13930244470054365,-2.7260128255739398,0.08185853006819017,-3.414644309619714,1.7485143448235172,-1.3344223865039653,1.3433814003059978,0.6010264364864897,1.8268965962613493,4
letting,-0.16204326338851557,-2.1412480720134637,0.21542063578697088,-3.3396718275878,1.696474494366302,-1.2317134448987457,1.7381860977887638,-0.7464258028407478,1.6164999786552594,1
sweet,-0.7408477848979707,-2.605824741355272,-0.14088770531348924,-2.9361906415247523,2.1806362362657743,-1.54942326877368,1.6511540765539554,-0.15831568977796107,1.4166385927370084,2
resound,-0.9186995532527895,-2.7202812332462383,0.9395004880760119,-2.7684681032294867,1.907181032861882,-1.436085964913401,1.7735030339037092,0.7694576988684384,1.0475217633850586,5
climb,-0.43812987655766317,-2.3551437653925436,1.0384669533929962,-2.8780439160443616,1.14700114387179,-1.650228840497918,1.3183990215039203,-0.3235882751236585,2.1853509596890035,9
none,-0.7020624578623852,-2.552646523268685,0.8370647500359266,-2.829079869623982,2.1022443596536067,-1.423618910363018,2.1528960365723195,0.08105048492692311,0.7233252938741077,5
found,-0.7365198554394938,-2.503960653227406,0.09856391104747177,-2.9073370708038624,2.287311653861531,-1.4575691881086694,1.7294527293840185,0.5660716215986412,1.5109740939065266,2
He,-1.0802947789536894,-1.9970794612023592,1.1270276586704733,-3.4431924495543016,2.41350826130088,-1.3392963799357203,2.2288612827377365,0.10200503894214484,1.378602837867209,8
home,-0.8211348298324683,-1.599222168946963,0.2530032849117447,-3.3032516223578474,1.628857566782026,-1.229129053772018,1.5617510043564125,-0.13514528560655625,0.4872790463105929,3
singing,-0.911392028404012,-1.800438330560555,0.04994690133906067,-3.5477705551807737,1.0754238293922909,-1.6276231960566085,1.513688133953722,0.17611124835645597,1.028208728301895,3
deeply,-0.3216510214752253,-2.37436059578928,0.8396380303652499,-3.243696087379332,1.8289073682851333,-1.8321569619772164,1.3037310873533614,0.9139758877789559,1.820660634079066,4
touched,-0.46696893424524544,-2.713419039361128,0.9233594329175102,-3.4272776410449204,0.9624016773908064,-1.330306267591153,1.012723112087052,-0.10655110114040553,1.65188239209755,9
heart,-0.8011701058461203,-2.6772492180294054,0.6169195336876654,-2.9595018190834654,1.496342051264005,-0.6218307581032925,1.1485469815989293,-0.2144595136886082,1.7754925916301112,1
Once,-0.22136016836557829,-2.4600852841712073,0.950765616386064,-3.189544498604248,0.899861315652947,-1.6360612504984202,1.6038701788976328,-0.23892052962096844,2.0077191291782834,9
thus,-0.416940487465946,-2.374374810961993,0.36936291552887224,-3.222071849884342,1.4003188986139792,-0.9839327235005725,2.0581572943308717,-0.6797175733053921,1.8504394529101247,1
tree,-0.5607005549627725,-2.3556893949848163,0.06753943101044617,-3.7121859424549486,1.458683242815547,-1.0458587262784775,1.648896085943704,0.18901124231753982,2.1925155046071714,7
there,-0.6726325264205631,-2.01866789906165,1.0776056965436445,-3.001755243355576,2.443699750174851,-1.4301620426775352,1.5660986768359473,-0.12942725562396473,0.8408266888078085,8
how,-0.7422579172244671,-2.6416574775795714,0.2674561785410235,-3.503533195370901,1.786484701825001,-1.5414519720559168,2.46253965694268,-0.005820781885567874,1.1827487748379428,5
braids,-0.2862037334530283,-1.93502952496648,0.8230302824722492,-3.6351245065527875,2.054511359586556,-1.172880913057106,1.7238961026103512,0.5255413420945964,2.101004985549484,4
ladder,-1.0337158397103985,-2.5805419589089924,0.7889058666004154,-3.030368972955925,1.6612648716775065,-1.4064253253729742,2.207305449728082,0.04998240465390878,2.2358511742425566,5
mounts,-0.35121648333944255,-2.2510983548114147,0.2824608757269565,-2.4335081950030153,1.9148187552802682,-1.2000295315616571,1.3053215724899787,0.23947977717224023,2.0530374052838494,4
try,-0.7517026086583841,-1.7858308485079273,0.9140983953092262,-3.148386301049086,2.004542214034171,-0.9534592535913866,2.5305094933395145,-0.15057415615195727,1.2033075043227288,8
fortune,-0.589045510419507,-1.5243994641085286,0.39152342775324456,-3.6634126372586704,1.6755220375527513,-1.165234872256798,1.7933676772068448,-0.021724814142302835,0.6150355569356081,3
began,-0.253866494200446,-2.8784447706269596,0.3220880479605995,-3.8177272487770755,1.5358085402056525,-1.5821461895391662,1.6242856171444273,0.2778628620309556,1.7821077573563067,7
grow,-0.22572885159918119,-1.626050050138465,0.521900278183482,-3.1482837650915627,1.8661189004072491,-1.2128598712305299,1.7701040235031276,0.5031982596183884,1.8733615376456563,4
dark,-0.8558793407748337,-2.670022520403657,1.0079578901965744,-3.598346195775711,1.9449086651460958,-1.8558752238528546,1.5758987889917455,0.39769728873485033,1.4372711841944983,5
