ID,input,BipolarSigmoid,BipolarSigmoid/dt,HyperbolicTangent,HyperbolicTangent/dt,ReLU,ReLU/dt,Sigmoid,Sigmoid/dt,SigmoidFunction,SigmoidFunction/dt,Threshold,Threshold/dt
fd000000004047c0,-46.5000000000018,-1,-2161.25000000017,-1,1.63182346686516E-40,0,0,4.07955866716289E-41,-4417.50000000034,0,-2208.75000000017,0,0
30343333333347c0,-46.4000000000018,-1,-2151.96000000017,-1,1.9931136832596E-40,0,0,4.982784208149E-41,-4398.72000000034,0,-2199.36000000017,0,0
63676666662647c0,-46.3000000000018,-1,-2142.69000000017,-1,2.43439455006006E-40,0,0,6.08598637515014E-41,-4379.98000000034,0,-2189.99000000017,0,0
969a9999991947c0,-46.2000000000018,-1,-2133.44000000017,-1,2.97337621789345E-40,0,0,7.43344054473362E-41,-4361.28000000034,0,-2180.64000000017,0,0
c9cdcccccc0c47c0,-46.1000000000018,-1,-2124.21000000017,-1,3.63168991358292E-40,0,0,9.0792247839573E-41,-4342.62000000033,0,-2171.31000000017,0,0
fc000000000047c0,-46.0000000000018,-1,-2115.00000000016,-1,4.43575607723266E-40,0,0,1.10893901930817E-40,-4324.00000000033,0,-2162.00000000017,0,0
2f34333333f346c0,-45.9000000000018,-1,-2105.81000000016,-1,5.41784470725772E-40,0,0,1.35446117681443E-40,-4305.42000000033,0,-2152.71000000017,0,0
6267666666e646c0,-45.8000000000018,-1,-2096.64000000016,-1,6.61737046872808E-40,0,0,1.65434261718202E-40,-4286.88000000033,0,-2143.44000000017,0,0
959a999999d946c0,-45.7000000000018,-1,-2087.49000000016,-1,8.08247454227215E-40,0,0,2.02061863556804E-40,-4268.38000000033,0,-2134.19000000017,0,0
c8cdcccccccc46c0,-45.6000000000018,-1,-2078.36000000016,-1,9.87195669869059E-40,0,0,2.46798917467265E-40,-4249.92000000033,0,-2124.96000000016,0,0
fb00000000c046c0,-45.5000000000018,-1,-2069.25000000016,-1,1.20576351402185E-39,0,0,3.01440878505462E-40,-4231.50000000033,0,-2115.75000000016,0,0
2e34333333b346c0,-45.4000000000018,-1,-2060.16000000016,-1,1.47272288171519E-39,0,0,3.68180720428797E-40,-4213.12000000033,0,-2106.56000000016,0,0
6167666666a646c0,-45.3000000000018,-1,-2051.09000000016,-1,1.79878778973253E-39,0,0,4.49696947433133E-40,-4194.78000000033,0,-2097.39000000016,0,0
949a9999999946c0,-45.2000000000018,-1,-2042.04000000016,-1,2.19704436772416E-39,0,0,5.49261091931039E-40,-4176.48000000033,0,-2088.24000000016,0,0
c7cdcccccc8c46c0,-45.1000000000018,-1,-2033.01000000016,-1,2.68347605053856E-39,0,0,6.70869012634639E-40,-4158.22000000032,0,-2079.11000000016,0,0
fa000000008046c0,-45.0000000000018,-1,-2024.00000000016,-1,3.27760504958456E-39,0,0,8.19401262396141E-40,-4140.00000000032,0,-2070.00000000016,0,0
2d343333337346c0,-44.9000000000018,-1,-2015.01000000016,-1,4.0032758477223E-39,0,0,1.00081896193057E-39,-4121.82000000032,3.16357228766876E-20,-2060.91000000016,0,0
60676666666646c0,-44.8000000000018,-1,-2006.04000000016,-1,4.88961216208402E-39,0,0,1.222403040521E-39,-4103.68000000032,3.49628808956156E-20,-2051.84000000016,0,0
939a9999995946c0,-44.7000000000018,-1,-1997.09000000016,-1,5.97218578110295E-39,0,0,1.49304644527574E-39,-4085.58000000032,3.86399591779771E-20,-2042.79000000016,0,0
c6cdcccccc4c46c0,-44.6000000000018,-1,-1988.16000000016,-1,7.29444418528411E-39,0,0,1.82361104632103E-39,-4067.52000000032,4.27037591591306E-20,-2033.76000000016,0,0
f9000000004046c0,-44.5000000000018,-1,-1979.25000000016,-1,8.90945424715145E-39,0,0,2.22736356178786E-39,-4049.50000000032,4.71949527151777E-20,-2024.75000000016,0,0
2c343333333346c0,-44.4000000000018,-1,-1970.36000000016,-1,1.08820319911727E-38,0,0,2.72050799779316E-39,-4031.52000000032,5.21584892207698E-20,-2015.76000000016,0,0
5f676666662646c0,-44.3000000000018,-1,-1961.49000000016,-1,1.32913438884055E-38,0,0,3.32283597210138E-39,-4013.58000000032,5.7644045417557E-20,-2006.79000000016,0,0
929a9999991946c0,-44.2000000000018,-1,-1952.64000000016,-1,1.62340840849539E-38,0,0,4.05852102123847E-39,-3995.68000000032,6.37065225957159E-20,-1997.84000000016,0,0
c5cdcccccc0c46c0,-44.1000000000018,-1,-1943.81000000016,-1,1.98283550775668E-38,0,0,4.95708876939171E-39,-3977.82000000031,7.04065960645145E-20,-1988.91000000016,0,0
f8000000000046c0,-44.0000000000018,-1,-1935.00000000016,-1,2.42184075815194E-38,0,0,6.05460189537985E-39,-3960.00000000031,7.78113224112009E-20,-1980.00000000016,0,0
2b34333333f345c0,-43.9000000000018,-1,-1926.21000000015,-1,2.9580429818315E-38,0,0,7.39510745457876E-39,-3942.22000000031,8.59948106258672E-20,-1971.11000000016,0,0
5e67666666e645c0,-43.8000000000018,-1,-1917.44000000015,-1,3.61296185676534E-38,0,0,9.03240464191335E-39,-3924.48000000031,9.50389638091312E-20,-1962.24000000016,0,0
919a999999d945c0,-43.7000000000018,-1,-1908.69000000015,-1,4.41288157698069E-38,0,0,1.10322039424517E-38,-3906.78000000031,1.05034298885896E-19,-1953.39000000016,0,0
c4cdcccccccc45c0,-43.6000000000018,-1,-1899.96000000015,-1,5.38990572955843E-38,0,0,1.34747643238961E-38,-3889.12000000031,1.16080852529158E-19,-1944.56000000016,0,0
f700000000c045c0,-43.5000000000018,-1,-1891.25000000015,-1,6.58324572430599E-38,0,0,1.6458114310765E-38,-3871.50000000031,1.28289182360653E-19,-1935.75000000015,0,0
2a34333333b345c0,-43.4000000000018,-1,-1882.56000000015,-1,8.0407944853135E-38,0,0,2.01019862132838E-38,-3853.92000000031,1.41781473448698E-19,-1926.96000000015,0,0
5d67666666a645c0,-43.3000000000018,-1,-1873.89000000015,-1,9.82104856216102E-38,0,0,2.45526214054026E-38,-3836.38000000031,1.56692761177415E-19,-1918.19000000015,0,0
909a9999999945c0,-43.2000000000018,-1,-1865.24000000015,-1,1.19954558018485E-37,0,0,2.99886395046212E-38,-3818.88000000031,1.73172282726253E-19,-1909.44000000015,0,0
c3cdcccccc8c45c0,-43.1000000000017,-1,-1856.61000000015,-1,1.46512828017662E-37,0,0,3.66282070044154E-38,-3801.42000000031,1.91384970685829E-19,-1900.71000000015,0,0
f6000000008045c0,-43.0000000000017,-1,-1848.00000000015,-1,1.78951172246619E-37,0,0,4.47377930616548E-38,-3784.0000000003,2.11513103758738E-19,-1892.00000000015,0,0
29343333337345c0,-42.9000000000017,-1,-1839.41000000015,-1,2.18571455358017E-37,0,0,5.46428638395043E-38,-3766.6200000003,2.33758131066075E-19,-1883.31000000015,0,0
5c676666666645c0,-42.8000000000017,-1,-1830.84000000015,-1,2.66963778429365E-37,0,0,6.67409446073413E-38,-3749.2800000003,2.58342688317942E-19,-1874.64000000015,0,0
8f9a9999995945c0,-42.7000000000017,-1,-1822.29000000015,-1,3.26070295302488E-37,0,0,8.1517573825622E-38,-3731.9800000003,2.85512826026471E-19,-1865.99000000015,0,0
c2cdcccccc4c45c0,-42.6000000000017,-1,-1813.76000000015,-1,3.98263158036561E-37,0,0,9.95657895091402E-38,-3714.7200000003,3.15540472062048E-19,-1857.36000000015,0,0
f5000000004045c0,-42.5000000000017,-1,-1805.25000000015,-1,4.86439719699437E-37,0,0,1.21609929924859E-37,-3697.5000000003,3.48726153198838E-19,-1848.75000000015,0,0
28343333333345c0,-42.4000000000017,-1,-1796.76000000015,-1,5.94138815319553E-37,0,0,1.48534703829888E-37,-3680.3200000003,3.85402002887749E-19,-1840.16000000015,0,0
5b676666662645c0,-42.3000000000017,-1,-1788.29000000015,-1,7.25682787761321E-37,0,0,1.8142069694033E-37,-3663.1800000003,4.25935085359647E-19,-1831.59000000015,0,0
8e9a9999991945c0,-42.2000000000017,-1,-1779.84000000015,-1,8.86350958521041E-37,0,0,2.2158773963026E-37,-3646.0800000003,4.70731069327552E-19,-1823.04000000015,0,0
c1cdcccccc0c45c0,-42.1000000000017,-1,-1771.41000000015,-1,1.08259150543551E-36,0,0,2.70647876358878E-37,-3629.0200000003,5.20238288055462E-19,-1814.51000000015,0,0
f4000000000045c0,-42.0000000000017,-1,-1763.00000000015,-1,1.32228025069971E-36,0,0,3.30570062674927E-37,-3612.00000000029,5.74952226428359E-19,-1806.00000000015,0,0
2734333333f344c0,-41.9000000000017,-1,-1754.61000000015,-1,1.61503674526535E-36,0,0,4.03759186316337E-37,-3595.02000000029,6.35420479931468E-19,-1797.51000000015,0,0
5a67666666e644c0,-41.8000000000017,-1,-1746.24000000014,-1,1.97261033519713E-36,0,0,4.93152583799282E-37,-3578.08000000029,7.0224823516993E-19,-1789.04000000015,0,0
8d9a999999d944c0,-41.7000000000017,-1,-1737.89000000014,-1,2.40935170418504E-36,0,0,6.02337926046259E-37,-3561.18000000029,7.76104326779756E-19,-1780.59000000015,0,0
c0cdcccccccc44c0,-41.6000000000017,-1,-1729.56000000014,-1,2.94278881686952E-36,0,0,7.35697204217379E-37,-3544.32000000029,8.57727931349667E-19,-1772.16000000015,0,0
f300000000c044c0,-41.5000000000017,-1,-1721.25000000014,-1,3.59433037760734E-36,0,0,8.98582594401835E-37,-3527.50000000029,9.47935965348839E-19,-1763.75000000015,0,0
2634333333b344c0,-41.4000000000017,-1,-1712.96000000014,-1,4.3901250369485E-36,0,0,1.09753125923713E-36,-3510.72000000029,1.0476312611015E-18,-1755.36000000014,0,0
5967666666a644c0,-41.3000000000017,-1,-1704.69000000014,-1,5.36211082879693E-36,0,0,1.34052770719923E-36,-3493.98000000029,1.1578116026363E-18,-1746.99000000014,0,0
8c9a9999999944c0,-41.2000000000017,-1,-1696.44000000014,-1,6.54929695585311E-36,0,0,1.63732423896328E-36,-3477.28000000029,1.2795797118442E-18,-1738.64000000014,0,0
bfcdcccccc8c44c0,-41.1000000000017,-1,-1688.21000000014,-1,7.99932936588901E-36,0,0,1.99983234147225E-36,-3460.62000000029,1.41415428488983E-18,-1730.31000000014,0,0
f2000000008044c0,-41.0000000000017,-1,-1680.00000000014,-1,9.77040295092851E-36,0,0,2.44260073773213E-36,-3444.00000000029,1.5628821893323E-18,-1722.00000000014,0,0
25343333337344c0,-40.9000000000017,-1,-1671.81000000014,-1,1.19335971126004E-35,0,0,2.98339927815009E-36,-3427.42000000028,1.72725194402846E-18,-1713.71000000014,0,0
58676666666644c0,-40.8000000000017,-1,-1663.64000000014,-1,1.45757284281024E-35,0,0,3.6439321070256E-36,-3410.88000000028,1.90890861672988E-18,-1705.44000000014,0,0
8b9a9999995944c0,-40.7000000000017,-1,-1655.49000000014,-1,1.78028349042779E-35,0,0,4.45070872606947E-36,-3394.38000000028,2.10967028847388E-18,-1697.19000000014,0,0
becdcccccc4c44c0,-40.6000000000017,-1,-1647.36000000014,-1,2.17444316551552E-35,0,0,5.43610791378881E-36,-3377.92000000028,2.3315462495496E-18,-1688.96000000014,0,0
f1000000004044c0,-40.5000000000017,-1,-1639.25000000014,-1,2.6558708798232E-35,0,0,6.63967719955799E-36,-3361.50000000028,2.57675710915057E-18,-1680.75000000014,0,0
24343333333344c0,-40.4000000000017,-1,-1631.16000000014,-1,3.24388801793334E-35,0,0,8.10972004483335E-36,-3345.12000000028,2.84775701997789E-18,-1672.56000000014,0,0
57676666662644c0,-40.3000000000017,-1,-1623.09000000014,-1,3.96209377226652E-35,0,0,9.9052344306663E-36,-3328.78000000028,3.14725824022534E-18,-1664.39000000014,0,0
8a9a9999991944c0,-40.2000000000017,-1,-1615.04000000014,-1,4.83931226153557E-35,0,0,1.20982806538389E-35,-3312.48000000028,3.47825827877099E-18,-1656.24000000014,0,0
bdcdcccccc0c44c0,-40.1000000000017,-1,-1607.01000000014,-1,5.91074934383789E-35,0,0,1.47768733595947E-35,-3296.22000000028,3.84406989525356E-18,-1648.11000000014,0,0
f0000000000044c0,-40.0000000000017,-1,-1599.00000000014,-1,7.21940555135704E-35,0,0,1.80485138783926E-35,-3280.00000000028,4.24835425528434E-18,-1640.00000000014,0,0
2334333333f343c0,-39.9000000000017,-1,-1591.01000000014,-1,8.81780185270435E-35,0,0,2.20445046317609E-35,-3263.82000000028,4.69515757262319E-18,-1631.91000000014,0,0
5667666666e643c0,-39.8000000000017,-1,-1583.04000000014,-1,1.0770087503803E-34,0,0,2.69252187595075E-35,-3247.68000000027,5.18895160504581E-18,-1623.84000000014,0,0
899a999999d943c0,-39.7000000000017,-1,-1575.09000000014,-1,1.31546145827714E-34,0,0,3.28865364569284E-35,-3231.58000000027,5.73467840919859E-18,-1615.79000000014,0,0
bccdcccccccc43c0,-39.6000000000017,-1,-1567.16000000013,-1,1.6067082533931E-34,0,0,4.01677063348275E-35,-3215.52000000027,6.33779980236261E-18,-1607.76000000014,0,0
ef00000000c043c0,-39.5000000000017,-1,-1559.25000000013,-1,1.96243789225305E-34,0,0,4.90609473063262E-35,-3199.50000000027,7.00435202615675E-18,-1599.75000000014,0,0
2234333333b343c0,-39.4000000000017,-1,-1551.36000000013,-1,2.39692705431591E-34,0,0,5.99231763578977E-35,-3183.52000000027,7.74100615927269E-18,-1591.76000000014,0,0
5567666666a643c0,-39.3000000000017,-1,-1543.49000000013,-1,2.92761331525019E-34,0,0,7.31903328812548E-35,-3167.58000000027,8.55513488387265E-18,-1583.79000000014,0,0
889a9999999943c0,-39.2000000000017,-1,-1535.64000000013,-1,3.57579497807303E-34,0,0,8.93948744518258E-35,-3151.68000000027,9.45488627387055E-18,-1575.84000000013,0,0
bbcdcccccc8c43c0,-39.1000000000017,-1,-1527.81000000013,-1,4.3674858488337E-34,0,0,1.09187146220842E-34,-3135.82000000027,1.04492653435944E-17,-1567.91000000013,0,0
ee000000008043c0,-39.0000000000017,-1,-1520.00000000013,-1,5.334459261991E-34,0,0,1.33361481549775E-34,-3120.00000000027,1.15482241729963E-17,-1560.00000000013,0,0
21343333337343c0,-38.9000000000017,-1,-1512.21000000013,-1,6.51552325588889E-34,0,0,1.62888081397222E-34,-3104.22000000027,1.27627615114137E-17,-1552.11000000013,0,0
54676666666643c0,-38.8000000000017,-1,-1504.44000000013,-1,7.95807807559945E-34,0,0,1.98951951889986E-34,-3088.48000000027,1.41050328567496E-17,-1544.24000000013,0,0
879a9999995943c0,-38.7000000000017,-1,-1496.69000000013,-1,9.72001851119117E-34,0,0,2.43000462779779E-34,-3072.78000000026,1.55884721117812E-17,-1536.39000000013,0,0
bacdcccccc4c43c0,-38.6000000000017,-1,-1488.96000000013,-1,1.18720574189368E-33,0,0,2.96801435473421E-34,-3057.12000000026,1.72279260351738E-17,-1528.56000000013,0,0
ed000000004043c0,-38.5000000000017,-1,-1481.25000000013,-1,1.45005636765254E-33,0,0,3.62514091913135E-34,-3041.50000000026,1.90398028328325E-17,-1520.75000000013,0,0
20343333333343c0,-38.4000000000017,-1,-1473.56000000013,-1,1.77110284693853E-33,0,0,4.42775711734634E-34,-3025.92000000026,2.10422363767408E-17,-1512.96000000013,0,0
53676666662643c0,-38.3000000000017,-1,-1465.89000000013,-1,2.16322990223606E-33,0,0,5.40807475559015E-34,-3010.38000000026,2.32552676948475E-17,-1505.19000000013,0,0
869a9999991943c0,-38.2000000000017,-1,-1458.24000000013,-1,2.64217496912569E-33,0,0,6.60543742281422E-34,-2994.88000000026,2.57010455484095E-17,-1497.44000000013,0,0
b9cdcccccc0c43c0,-38.1000000000017,-1,-1450.61000000013,-1,3.22715979483189E-33,0,0,8.06789948707971E-34,-2979.42000000026,2.84040481042399E-17,-1489.71000000013,0,0
ec000000000043c0,-38.0000000000017,-1,-1443.00000000013,-1,3.94166187443128E-33,0,0,9.85415468607821E-34,-2964.00000000026,3.13913279204277E-17,-1482.00000000013,0,0
1f34333333f342c0,-37.9000000000017,-1,-1435.41000000013,-1,4.81435668516517E-33,0,0,1.20358917129129E-33,-2948.62000000026,3.46927826974328E-17,-1474.31000000013,0,0
5267666666e642c0,-37.8000000000017,-1,-1427.84000000013,-1,5.88026853402761E-33,0,0,1.4700671335069E-33,-2933.28000000026,3.83414545043208E-17,-1466.64000000013,0,0
859a999999d942c0,-37.7000000000017,-1,-1420.29000000013,-1,7.1821762061838E-33,0,0,1.79554405154595E-33,-2917.98000000026,4.23738604748959E-17,-1458.99000000013,0,0
b8cdcccccccc42c0,-37.6000000000017,-1,-1412.76000000013,-1,8.77232982782526E-33,0,0,2.19308245695631E-33,-2902.72000000025,4.68303582834502E-17,-1451.36000000013,0,0
eb00000000c042c0,-37.5000000000017,-1,-1405.25000000013,-1,1.07145478471965E-32,0,0,2.67863696179913E-33,-2887.50000000025,5.17555500579323E-17,-1443.75000000013,0,0
1e34333333b342c0,-37.4000000000017,-1,-1397.76000000012,-1,1.3086778293005E-32,0,0,3.27169457325125E-33,-2872.32000000025,5.71987287730352E-17,-1436.16000000013,0,0
5167666666a642c0,-37.3000000000017,-1,-1390.29000000012,-1,1.5984227102507E-32,0,0,3.99605677562674E-33,-2857.18000000025,6.32143715908554E-17,-1428.59000000013,0,0
849a9999999942c0,-37.2000000000017,-1,-1382.84000000012,-1,1.95231790700606E-32,0,0,4.88079476751515E-33,-2842.08000000025,6.98626850866409E-17,-1421.04000000013,0,0
b7cdcccccc8c42c0,-37.1000000000017,-1,-1375.41000000012,-1,2.3845664764227E-32,0,0,5.96141619105675E-33,-2827.02000000025,7.72102078164329E-17,-1413.51000000013,0,0
ea000000008042c0,-37.0000000000017,-1,-1368.00000000012,-1,2.91251607131897E-32,0,0,7.28129017829743E-33,-2812.00000000025,8.53304762572988E-17,-1406.00000000012,0,0
1d343333337342c0,-36.9000000000017,-1,-1360.61000000012,-1,3.55735516269482E-32,0,0,8.89338790673706E-33,-2797.02000000025,9.43047607851113E-17,-1398.51000000012,0,0
50676666666642c0,-36.8000000000017,-1,-1353.24000000012,-1,4.34496340747079E-32,0,0,1.0862408518677E-32,-2782.08000000025,1.04222879055786E-16,-1391.04000000012,0,0
839a9999995942c0,-36.7000000000017,-1,-1345.89000000012,-1,5.30695028998985E-32,0,0,1.32673757249746E-32,-2767.18000000025,1.1518409493057E-16,-1383.59000000012,0,0
b6cdcccccc4c42c0,-36.6000000000017,-1,-1338.56000000012,-1,6.48192372161253E-32,0,0,1.62048093040313E-32,-2752.32000000025,1.27298111942131E-16,-1376.16000000012,0,0
e9000000004042c0,-36.5000000000017,-1,-1331.25000000012,-1,7.9170395117614E-32,0,0,1.97925987794035E-32,-2737.50000000025,1.40686171244382E-16,-1368.75000000012,0,0
1c343333333342c0,-36.4000000000017,-1,-1323.96000000012,-1,9.66989389612845E-32,0,0,2.41747347403211E-32,-2722.72000000024,1.55482265034701E-16,-1361.36000000012,0,0
4f676666662642c0,-36.3000000000017,-1,-1316.69000000012,-1,1.18108350758475E-31,0,0,2.95270876896188E-32,-2707.98000000024,1.71834477592882E-16,-1353.99000000012,0,0
829a9999991942c0,-36.2000000000017,-1,-1309.44000000012,-1,1.44257865378151E-31,0,0,3.60644663445377E-32,-2693.28000000024,1.89906467358375E-16,-1346.64000000012,0,0
b5cdcccccc0c42c0,-36.1000000000017,-1,-1302.21000000012,-1,1.76196954659172E-31,0,0,4.40492386647931E-32,-2678.62000000024,2.09879104878959E-16,-1339.31000000012,0,0
e8000000000042c0,-36.0000000000016,-1,-1295.00000000012,-1,2.15207446400136E-31,0,0,5.3801861600034E-32,-2664.00000000024,2.31952283023975E-16,-1332.00000000012,0,0
1b34333333f341c0,-35.9000000000016,-1,-1287.81000000012,-1,2.62854968609734E-31,0,0,6.57137421524334E-32,-2649.42000000024,2.56346917579349E-16,-1324.71000000012,0,0
4e67666666e641c0,-35.8000000000016,-1,-1280.64000000012,-1,3.21051783656035E-31,0,0,8.02629459140087E-32,-2634.88000000024,2.83307158247032E-16,-1317.44000000012,0,0
819a999999d941c0,-35.7000000000016,-1,-1273.49000000012,-1,3.92133534069724E-31,0,0,9.8033383517431E-32,-2620.38000000024,3.13102832177275E-16,-1310.19000000012,0,0
b4cdcccccccc41c0,-35.6000000000016,-1,-1266.36000000012,-1,4.78952980079857E-31,0,0,1.19738245019964E-31,-2605.92000000024,3.46032144489445E-16,-1302.96000000012,0,0
e700000000c041c0,-35.5000000000016,-1,-1259.25000000012,-1,5.84994490898572E-31,0,0,1.46248622724643E-31,-2591.50000000024,3.82424662809086E-16,-1295.75000000012,0,0
1a34333333b341c0,-35.4000000000016,-1,-1252.16000000012,-1,7.14513884692022E-31,0,0,1.78628471173006E-31,-2577.12000000024,4.22644615691488E-16,-1288.56000000012,0,0
4d67666666a641c0,-35.3000000000016,-1,-1245.09000000012,-1,8.72709229506576E-31,0,0,2.18177307376644E-31,-2562.78000000023,4.67094537943492E-16,-1281.39000000012,0,0
809a9999999941c0,-35.2000000000016,-1,-1238.04000000012,-1,1.06592945999117E-30,0,0,2.66482364997793E-31,-2548.48000000023,5.1621929932713E-16,-1274.24000000012,0,0
b3cdcccccc8c41c0,-35.1000000000016,-1,-1231.01000000011,-1,1.3019291824374E-30,0,0,3.2548229560935E-31,-2534.22000000023,5.70510556965732E-16,-1267.11000000012,0,0
e6000000008041c0,-35.0000000000016,-1,-1224.00000000011,-1,1.59017989435826E-30,0,0,3.97544973589565E-31,-2520.00000000023,6.30511676013668E-16,-1260.00000000012,0,0
19343333337341c0,-34.9000000000016,-1,-1217.01000000011,-1,1.94225010894003E-30,0,0,4.85562527235008E-31,-2505.82000000023,6.96823167837442E-16,-1252.91000000012,0,0
4c676666666641c0,-34.8000000000016,-1,-1210.04000000011,-1,2.37226964009625E-30,0,0,5.93067410024063E-31,-2491.68000000023,7.70108700135288E-16,-1245.84000000012,0,0
7f9a9999995941c0,-34.7000000000016,-1,-1203.09000000011,-1,2.89749668151321E-30,0,0,7.24374170378301E-31,-2477.58000000023,8.51101739146561E-16,-1238.79000000011,0,0
b2cdcccccc4c41c0,-34.6000000000016,-1,-1196.16000000011,-1,3.53901043856018E-30,0,0,8.84752609640045E-31,-2463.52000000023,9.40612890428386E-16,-1231.76000000011,0,0
e5000000004041c0,-34.5000000000016,-1,-1189.25000000011,-1,4.32255711081505E-30,0,0,1.08063927770376E-30,-2449.50000000023,1.03953801166853E-15,-1224.75000000011,0,0
18343333333341c0,-34.4000000000016,-1,-1182.36000000011,-1,5.27958317745437E-30,0,0,1.31989579436359E-30,-2435.52000000023,1.14886717873024E-15,-1217.76000000011,0,0
4b676666662641c0,-34.3000000000016,-1,-1175.49000000011,-1,6.44849745487882E-30,0,0,1.6121243637197E-30,-2421.58000000023,1.26969459466428E-15,-1210.79000000011,0,0
7e9a9999991941c0,-34.2000000000016,-1,-1168.64000000011,-1,7.87621257737785E-30,0,0,1.96905314434446E-30,-2407.68000000023,1.40322954086082E-15,-1203.84000000011,0,0
b1cdcccccc0c41c0,-34.1000000000016,-1,-1161.81000000011,-1,9.62002776586515E-30,0,0,2.40500694146629E-30,-2393.82000000022,1.55080847994402E-15,-1196.91000000011,0,0
e4000000000041c0,-34.0000000000016,-1,-1155.00000000011,-1,1.17499284468051E-29,0,0,2.93748211170129E-30,-2380.00000000022,1.71390843153923E-15,-1190.00000000011,0,0
1734333333f340c0,-33.9000000000016,-1,-1148.21000000011,-1,1.43513950131125E-29,0,0,3.58784875327812E-30,-2366.22000000022,1.89416175478181E-15,-1183.11000000011,0,0
4a67666666e640c0,-33.8000000000016,-1,-1141.44000000011,-1,1.75288334524617E-29,0,0,4.38220836311544E-30,-2352.48000000022,2.093372485516E-15,-1176.24000000011,0,0
7d9a999999d940c0,-33.7000000000016,-1,-1134.69000000011,-1,2.14097655261671E-29,0,0,5.35244138154177E-30,-2338.78000000022,2.31353439169202E-15,-1169.39000000011,0,0
b0cdcccccccc40c0,-33.6000000000016,-1,-1127.96000000011,-1,2.61499466652231E-29,0,0,6.53748666630577E-30,-2325.12000000022,2.55685092766585E-15,-1162.56000000011,0,0
e300000000c040c0,-33.5000000000016,-1,-1121.25000000011,-1,3.19396169826449E-29,0,0,7.98490424566122E-30,-2311.50000000022,2.82575728711105E-15,-1155.75000000011,0,0
1634333333b340c0,-33.4000000000016,-1,-1114.56000000011,-1,3.9011136277182E-29,0,0,9.75278406929549E-30,-2297.92000000022,3.12294477525547E-15,-1148.96000000011,0,0
4967666666a640c0,-33.3000000000016,-1,-1107.89000000011,-1,4.76483094479124E-29,0,0,1.19120773619781E-29,-2284.38000000022,3.45138774436864E-15,-1142.19000000011,0,0
7c9a9999999940c0,-33.2000000000016,-1,-1101.24000000011,-1,5.81977765813497E-29,0,0,1.45494441453374E-29,-2270.88000000022,3.81437336207893E-15,-1135.44000000011,0,0
afcdcccccc8c40c0,-33.1000000000016,-1,-1094.61000000011,-1,7.10829248352501E-29,0,0,1.77707312088125E-29,-2257.42000000022,4.21553451045207E-15,-1128.71000000011,0,0
e2000000008040c0,-33.0000000000016,-1,-1088.00000000011,-1,8.68208804518667E-29,0,0,2.17052201129667E-29,-2244.00000000022,4.65888614509589E-15,-1122.00000000011,0,0
15343333337340c0,-32.9000000000016,-1,-1081.41000000011,-1,1.06043262849805E-28,0,0,2.65108157124512E-29,-2230.62000000021,5.14886547818555E-15,-1115.31000000011,0,0
48676666666640c0,-32.8000000000016,-1,-1074.84000000011,-1,1.29521533729056E-28,0,0,3.23803834322639E-29,-2217.28000000021,5.69037638757434E-15,-1108.64000000011,0,0
7b9a9999995940c0,-32.7000000000016,-1,-1068.2900000001,-1,1.58197958537805E-28,0,0,3.95494896344511E-29,-2203.98000000021,6.28883849645152E-15,-1101.99000000011,0,0
aecdcccccc4c40c0,-32.6000000000016,-1,-1061.7600000001,-1,1.93223422893383E-28,0,0,4.83058557233458E-29,-2190.72000000021,6.95024141475281E-15,-1095.36000000011,0,0
e1000000004040c0,-32.5000000000016,-1,-1055.2500000001,-1,2.36003621663128E-28,0,0,5.9000905415782E-29,-2177.50000000021,7.68120468518976E-15,-1088.75000000011,0,0
14343333333340c0,-32.4000000000016,-1,-1048.7600000001,-1,2.88255474435134E-28,0,0,7.20638686087836E-29,-2164.32000000021,8.48904403385813E-15,-1082.16000000011,0,0
47676666662640c0,-32.3000000000016,-1,-1042.2900000001,-1,3.52076031529842E-28,0,0,8.80190078824606E-29,-2151.18000000021,9.3818445884836E-15,-1075.5900000001,0,0
7a9a9999991940c0,-32.2000000000016,-1,-1035.8400000001,-1,4.30026635992638E-28,0,0,1.07506658998159E-28,-2138.08000000021,1.03685417970975E-14,-1069.0400000001,0,0
adcdcccccc0c40c0,-32.1000000000016,-1,-1029.4100000001,-1,5.25235719283749E-28,0,0,1.31308929820937E-28,-2125.02000000021,1.14590108570039E-14,-1062.5100000001,0,0
e0000000000040c0,-32.0000000000016,-1,-1023.0000000001,-1,6.41524356217413E-28,0,0,1.60381089054353E-28,-2112.00000000021,1.26641655490739E-14,-1056.0000000001,0,0
2668666666e63fc0,-31.9000000000016,-1,-1016.6100000001,-1,7.83559618110878E-28,0,0,1.95889904527719E-28,-2099.02000000021,1.39960674665319E-14,-1049.5100000001,0,0
8ccecccccccc3fc0,-31.8000000000016,-1,-1010.2400000001,-1,9.57041878743558E-28,0,0,2.3926046968589E-28,-2086.08000000021,1.54680467314358E-14,-1043.0400000001,0,0
f234333333b33fc0,-31.7000000000016,-1,-1003.8900000001,-1,1.16893359037218E-27,0,0,2.92233397593044E-28,-2073.1800000002,1.70948354070179E-14,-1036.5900000001,0,0
589b999999993fc0,-31.6000000000016,-1,-997.5600000001,-1,1.42773871138665E-27,0,0,3.56934677846663E-28,-2060.3200000002,1.88927149411261E-14,-1030.1600000001,0,0
