,dim_1,dim_2,label:class
sample_3598,-2.732908114262849,-6.650077533885701,6
sample_3599,-1.8586426135827983,6.335935692553745,9
sample_3600,-1.2018070021609069,4.468616888476239,7
sample_3601,0.2034187157320149,-0.7967038590152966,8
sample_3602,-0.10867039406178579,-1.3568133838524572,8
sample_3603,-5.761113831454089,-0.17700688756690078,1
sample_3604,0.49950445978611846,-8.084517150475152,0
sample_3605,-5.505658590981839,1.3035459915942549,1
sample_3606,-5.582929734761332,-0.8917453756352651,1
sample_3607,0.5446070602847005,-2.1378477024861113,3
sample_3608,2.4305248148649237,-6.034293206822601,2
sample_3609,0.8932610836550697,5.250627976469731,4
sample_3610,1.2753054538882342,-2.077657007634141,3
sample_3611,-0.06457888363568094,-6.6433382169799655,0
sample_3612,1.533311725682468,5.638005932595707,4
sample_3613,-0.14238286884181164,-7.478857774697252,0
sample_3614,2.679852294433698,0.8011699666479205,5
sample_3615,0.4896058779341352,-1.7279429648984461,3
sample_3616,-2.5913974328891523,-6.8754309498908635,6
sample_3617,0.2464014399496798,-0.8176918857524573,8
sample_3618,-1.4591798324706238,4.731080603203804,7
sample_3619,-0.9224509441799473,3.970129171435799,7
sample_3620,-0.4591227735773882,-1.3315849917830125,8
sample_3621,-0.4944171937702226,3.859356828908913,7
sample_3622,-1.5942964868417122,6.1849037617445255,9
sample_3623,0.07110623889054488,-8.364842918445248,0
sample_3624,-2.6148195001031036,-6.652415693275357,6
sample_3625,0.5355182938399438,5.912464042341525,4
sample_3626,1.1013210102657842,5.628128630748389,4
sample_3627,-4.557383299195365,1.2149589324038703,3
sample_3628,2.254516671379646,-6.073621190093274,2
sample_3629,-5.50777325129894,0.7329644181320067,1
sample_3630,-2.6897846868811897,-6.49502287402301,6
sample_3631,-1.9038455195924695,-0.6200077337986675,8
sample_3632,1.0635509164745982,6.027489912216812,4
sample_3633,-0.5536760623962436,-8.15810061392842,0
sample_3634,-1.1598200558965561,4.557232528853194,7
sample_3635,-5.696067491897883,-0.2341144908235031,5
sample_3636,2.0972589872178693,0.03343710584376159,5
sample_3637,1.1423021497781272,4.142168813955373,9
sample_3638,2.3050044872905984,0.1841076287274405,5
sample_3639,1.6579377241107334,-1.4200662606216163,5
sample_3640,0.4548102430501884,6.390048488208629,4
sample_3641,-3.002722665312826,5.561348605556254,7
sample_3642,-1.2937777407568258,4.609616438753878,7
sample_3643,2.7309472996673505,-4.788844462363232,2
sample_3644,-0.03890641338441509,-1.1505761635075193,8
sample_3645,-4.739960563402729,1.021567789437185,1
sample_3646,1.147670746763121,4.781394130399903,9
sample_3647,-2.5920332313990473,-6.165839595233903,6
sample_3648,2.3832306802784173,-6.207044881443782,2
sample_3649,1.4682076297776527,-0.7937668020439121,5
sample_3650,-0.31552453441665773,5.101628947285415,9
sample_3651,-3.3273727485470603,-5.97679975062368,6
sample_3652,1.1030617712689832,-2.838217458384552,3
sample_3653,0.8040310283841481,5.142394988599155,4
sample_3654,1.2595850310680938,4.94303187778974,9
sample_3655,-2.652735105283236,-4.991413612279723,6
sample_3656,0.4776867783922244,-2.2409965819984006,3
sample_3657,0.8752193141479221,-1.5924936483017536,3
sample_3658,0.14151338080316503,-0.7153252094078884,8
sample_3659,-1.1517113385827493,-1.0244643356778436,8
sample_3660,2.5786703869512784,-6.1378979434232415,2
sample_3661,2.411413370744488,-5.818817838686297,2
sample_3662,0.1989086239246178,-8.046891969272366,0
sample_3663,-5.331681882847407,1.161191007148515,9
sample_3664,0.06532751726651558,4.894051478628891,9
sample_3665,-0.5642627216086635,-0.5582811986459157,8
sample_3666,-0.13237377742136436,-1.210580971291198,8
sample_3667,0.4365617653731574,5.59543069977228,4
sample_3668,-0.1444601730909336,-6.660303784758055,0
sample_3669,-0.5142801848861541,7.10630977651761,4
sample_3670,2.70964470694291,0.2976785828322041,5
sample_3671,0.9942707879192126,-1.8389306104354335,3
sample_3672,-2.5780786442700334,-6.195595319162218,6
sample_3673,2.0010696891418602,-3.988285582534567,2
sample_3674,0.3168859328589419,-7.087373495724725,0
sample_3675,0.5827887103045922,-1.7885612478783675,3
sample_3676,-6.151258534707544,0.2031158497220164,1
sample_3677,3.531321529654583,-4.751655838074979,2
sample_3678,-0.09724992506484946,-8.15325220123882,0
sample_3679,0.09211416108300978,5.0577061722665615,9
sample_3680,2.2631019895615716,-5.988496960693852,2
sample_3681,2.438075101769994,-4.052924309597363,2
sample_3682,2.380539182910872,0.6200168891483453,5
sample_3683,1.159374187483976,4.0372719688598195,5
sample_3684,1.013285590500558,-2.2213683245404408,3
sample_3685,1.0637375117194048,-1.814464573537303,3
sample_3686,2.055673609140195,-0.2373076453754567,5
sample_3687,1.4321328334359091,4.875687362472538,4
sample_3688,1.13367086935693,-2.9450107025173167,3
sample_3689,-1.3603456649189474,-0.3413337006581096,8
sample_3690,0.37954138459726144,-1.2261841212060696,8
sample_3691,-0.23426264551364098,-0.24474428192402184,8
sample_3692,0.07697280346374989,-7.4733766914990944,0
sample_3693,-4.919305645914258,1.5527412488862757,7
sample_3694,0.07658912085580123,-8.164640342871389,0
sample_3695,1.9669485601357388,5.001611541473187,4
sample_3696,2.045463188369739,-0.42042380474560287,5
sample_3697,-1.9014602796972346,3.9826802525284486,9
sample_3698,-0.1687233611120862,6.072856407031258,4
sample_3699,-0.5562929373176817,-8.088713820933265,0
sample_3700,1.223981069664005,-2.760390550382209,3
sample_3701,-2.6676289283670314,-6.112775202726637,6
sample_3702,1.584481923899867,5.37683864657706,4
sample_3703,-0.15889787612728742,-7.092119456587256,0
sample_3704,-5.648758613483112,-0.01927198924662152,1
sample_3705,1.8688368846548267,4.314057033004215,9
sample_3706,1.999489443675512,0.10310764480506661,5
sample_3707,-3.0931349439579714,-6.4845549676636045,6
sample_3708,0.449115904948301,-3.105077314016185,3
sample_3709,0.8912233620767579,5.711016536424612,4
sample_3710,0.424266368515926,-7.692027856155633,0
sample_3711,2.4638832426637536,-4.059864048541017,2
sample_3712,0.894403715453663,-1.3485753591918004,8
sample_3713,2.848759332156171,-4.615192517480755,2
sample_3714,0.46921049176825874,-3.000610935961452,3
sample_3715,-5.635180794454609,1.0510153648002296,1
sample_3716,0.5219195382822183,-7.746502988759995,0
sample_3717,1.01848909182296,5.218745369217174,4
sample_3718,-2.476886461035889,-6.3012492776845015,6
sample_3719,-1.594786828628508,3.9449333794922308,7
sample_3720,0.7201105497016581,-7.522242642007873,2
sample_3721,0.017975087614659394,-6.406191288851635,0
sample_3722,-1.456215251576737,4.7042187225903405,7
sample_3723,2.61855984913298,-4.604611701124382,2
sample_3724,-6.30547501269502,-1.612466973667976,1
sample_3725,1.0954613602702024,5.525095723155447,4
sample_3726,-6.161462830598051,-0.9710481196584343,1
sample_3727,-3.3063953556144003,-5.369166243106854,6
sample_3728,-0.8972073735174493,-1.0122781926581697,8
sample_3729,-2.337246151116157,4.216501562353718,7
sample_3730,-6.11677624869917,-1.6905132431304823,1
sample_3731,1.227569984902104,-1.3403368040879846,8
sample_3732,-1.4197382769492255,4.734997743622727,7
sample_3733,-0.08867337252530681,6.343669332416952,4
sample_3734,-6.10667030331224,-1.0620364040674568,1
sample_3735,-0.21773465807435372,-8.126524599745585,0
sample_3736,0.3140537804126422,-2.7507395659635976,3
sample_3737,-3.509257724345858,-5.304094779128687,6
sample_3738,-0.8540803130849799,-1.0305210536552336,8
sample_3739,1.9254325625247075,4.954021634268085,4
sample_3740,1.5158815408768138,5.587141702869414,4
sample_3741,1.6826016052795292,-2.0309658771881973,3
sample_3742,2.3059576588788446,-5.529128995937033,2
sample_3743,0.909581232074532,-1.9956047662083132,9
sample_3744,-0.22846474426438376,-7.235178774464809,0
sample_3745,0.03930770668908132,-1.3576319372505892,8
sample_3746,-0.613230359483541,5.469303357121731,9
sample_3747,0.10258226114094493,5.26812717706556,9
sample_3748,-1.160914266468917,4.282454826121617,7
sample_3749,2.251327773927069,-4.0311224400321315,2
sample_3750,-2.5976392545195823,-6.733444194894028,6
sample_3751,-2.0529634065259894,4.160966132524552,7
sample_3752,-1.0512613712172165,4.469521011927194,7
sample_3753,1.7482039497711137,-0.3585438408673094,5
sample_3754,1.6124753357272383,5.569608342729473,4
sample_3755,0.7926142296964849,-1.7457210199287787,3
sample_3756,-6.074988599042478,0.0907851138897493,1
sample_3757,0.5136485107879222,-2.9059234606596624,3
sample_3758,-2.5608149857943605,-6.769498573402668,6
sample_3759,-5.292351283871268,2.132754064201553,1
sample_3760,-0.1283458342229143,-1.1761356586925058,8
sample_3761,1.2716473315298027,4.66419873493283,9
sample_3762,1.0761700417669173,5.798145947933681,4
sample_3763,-0.6440950332880439,-7.7751577726067165,8
sample_3764,-5.864271386567876,-0.3090700400724703,1
sample_3765,-3.369616106810467,-5.854957585732445,6
sample_3766,2.553649558343002,-6.2058616795076365,2
sample_3767,0.029815142307186467,-0.4377680234897104,8
sample_3768,-2.5476826407110384,-6.812760833782805,6
sample_3769,1.8864598523089895,-1.8700982915798745,5
sample_3770,-1.387650998647272,4.827733268573826,7
sample_3771,0.306001964134123,4.382825732238645,9
sample_3772,-5.838236710522318,-0.32656723682783484,1
sample_3773,-2.161389243833978,-6.102383056450478,6
sample_3774,-0.2592479240907237,5.613395828497516,9
sample_3775,-3.009385145171517,-5.432594132418986,6
sample_3776,-0.4589917885451156,-1.2906296375838473,8
sample_3777,-0.47823278588316037,-8.1320412872771,0
sample_3778,0.15059943188383715,-7.965764841164882,0
sample_3779,-0.3330575383884527,-6.534013835505453,0
sample_3780,-2.653830241014163,-6.5329666828973,6
sample_3781,-1.040217432117417,3.784709946775691,7
sample_3782,0.22593834046532624,5.359245028169518,9
sample_3783,-1.424333701408712,3.8717161504612037,7
sample_3784,0.9207497390512659,6.051497828702989,4
sample_3785,1.420539229321668,4.3109935318067985,9
sample_3786,0.2701241117794271,5.220857270359758,9
sample_3787,0.6587398498717664,4.842443494811323,9
sample_3788,-0.6307286175344525,5.484232834831049,9
sample_3789,-2.4272020934923018,5.7152287640417745,7
sample_3790,-2.622222427963944,-6.465846501627856,6
sample_3791,-0.7001804176518315,3.9945297101842843,7
sample_3792,0.6645004672959706,-7.593696690713869,2
sample_3793,0.16669983303912214,-0.6860096639381794,8
sample_3794,0.20363681769835082,-2.627979977190601,3
sample_3795,-3.0317879138260717,-6.26977668954357,6
sample_3796,-0.9072080043614773,4.488091056639794,7
sample_3797,0.7907662743847925,4.372201005675759,9
sample_3798,-5.845156304821604,-1.1360009834772222,1
sample_3799,-5.9424409648150345,-2.3399030642418612,7
sample_3800,2.476307459594591,-6.064613263570568,2
sample_3801,-5.43919395911553,2.3728635598568326,1
sample_3802,1.8029950318041084,0.3963304067308112,5
sample_3803,-5.300096459981802,2.201841231674106,1
sample_3804,0.1329715464314625,-2.0567729140413413,3
sample_3805,-1.6404894475966267,4.157389855854041,7
sample_3806,-2.2590669247108477,5.41190556729473,7
sample_3807,-0.5938469408387962,-7.518124098162016,0
sample_3808,-0.8709087167198093,-1.2607759618945842,8
sample_3809,-3.338844687152434,-5.14334453697648,6
sample_3810,-0.40163388496795555,-7.905008139366731,0
sample_3811,0.9932434214889798,4.324305381104171,3
sample_3812,-5.845427727703646,-0.526738145115998,1
sample_3813,0.9415143684948676,-2.8426623933086734,3
sample_3814,2.294491498476259,-4.459323177301555,2
sample_3815,0.20695585219977414,-7.3064957027430335,6
sample_3816,1.400394418762645,-2.4605083966564476,3
sample_3817,0.20724313402644712,-0.6792502700996981,8
sample_3818,-0.0006000297907644914,6.939752811844154,4
sample_3819,1.530777137451105,4.408779243233884,9
sample_3820,2.0770141731802876,-1.3390631535664712,5
sample_3821,-3.410717459488153,-5.019920516907726,6
sample_3822,-2.8223597012736925,-6.1533044906858265,6
sample_3823,-5.389943051101629,2.270229874858586,1
sample_3824,-2.160398636821864,5.020737461352041,7
sample_3825,0.36457272375125854,-2.3900926243783243,3
sample_3826,-0.7115663490650262,-1.0903354941182237,8
sample_3827,2.909398128185754,-4.832006565721085,2
sample_3828,-1.4021442813761265,5.6076624395466785,9
sample_3829,0.3936514814260105,4.4760036849058915,4
sample_3830,-0.12516658062319178,-7.676614156602225,0
sample_3831,2.508711768402358,-4.093452364501693,2
sample_3832,-6.012307924332034,-0.9683769941035523,1
sample_3833,1.9283714175705855,-1.1048722411218586,5
sample_3834,2.6151001734289903,-4.496764801287528,2
sample_3835,-0.15332020923103584,5.119155609598318,9
sample_3836,1.0099608423371815,-2.1490822412217088,3
sample_3837,2.0629386303145,-5.562695061153116,2
sample_3838,-0.07870181386572568,6.881835217485759,4
sample_3839,0.4027742274322166,5.233057807530306,4
sample_3840,2.078279182207401,-1.0500627158022875,5
sample_3841,-2.188256673109304,3.8800581062325983,7
sample_3842,-2.713398615449183,-5.87900805803381,6
sample_3843,-1.1146301860704044,-1.0529314646473888,8
sample_3844,-2.6827475966114815,5.370989313195926,7
sample_3845,0.1085636188495786,-1.7930802026323986,3
sample_3846,-0.8268171322094303,-1.0324426530136495,8
sample_3847,-0.9758251650899694,4.111751163284751,7
sample_3848,-0.7612535187291048,5.588591757662608,9
sample_3849,2.5462863335590455,-5.509639272725779,2
sample_3850,-0.1152610569335011,-6.970883626867343,0
sample_3851,-5.366768617311659,1.8348648510741412,1
sample_3852,-6.236274074556177,-1.6236260100818745,1
sample_3853,-0.1678782930371056,5.07400829921824,9
sample_3854,2.595058105585514,-5.322005579176877,2
sample_3855,-0.261482430181368,5.705772473502011,7
sample_3856,0.8948826255607653,-2.2093937894138778,3
sample_3857,-3.172876269829711,-6.319323350896119,6
sample_3858,0.570822819125929,6.421512022301451,4
sample_3859,-2.787225436887347,-4.445680497138246,6
sample_3860,2.05074081157272,-0.9687857958002064,5
sample_3861,2.0099113994167914,-1.5824570870303782,5
sample_3862,-2.9314136562265016,-5.246036164293494,6
sample_3863,1.0689006214731045,5.457889139621575,4
sample_3864,-2.9419438121912176,5.04890628251132,7
sample_3865,3.054622076466857,0.9494924206394684,5
sample_3866,-0.8196212226552659,-0.7280523627114661,8
sample_3867,0.053595531543053396,-0.6235488803767237,8
sample_3868,-1.0428064926876837,5.667454807026835,9
sample_3869,-1.8465050385128419,3.892265485051031,7
sample_3870,-3.228304002959156,-5.349802424063317,6
sample_3871,1.5883471697440477,-0.7182062731024387,5
sample_3872,2.405671542117794,-4.0985979014533465,2
sample_3873,0.397242388937752,-1.4241471487450414,8
sample_3874,-3.0140673192250325,-5.385490818948981,6
sample_3875,0.8871693662301939,4.414215355586604,9
sample_3876,-2.2339888237211407,-4.819026173377815,5
sample_3877,-0.6286002404976223,-7.314153733401479,0
sample_3878,0.04690054129289846,7.0342891827383225,4
sample_3879,-5.682775207078265,0.3875363066504737,1
sample_3880,-1.1048482800103931,-1.1341572116015333,2
sample_3881,3.2001968374365513,-4.941550269428609,2
sample_3882,0.20935944593145275,-7.6234803803173845,0
sample_3883,0.7183359762566054,-7.5999290648209135,0
sample_3884,-0.9308681178754353,-1.0734463176697435,8
sample_3885,-0.3981976873634428,-6.818701608305496,0
sample_3886,-6.061164165253824,-1.3152896626312434,1
sample_3887,2.0772024881216753,-4.119144998360497,2
sample_3888,-2.833394893889709,5.654892786036293,7
sample_3889,0.23145912979611205,-7.974503125324672,0
sample_3890,-5.794549388648973,-1.1156068971512714,1
sample_3891,2.6121666245727737,-4.807453516302719,2
sample_3892,-0.9468685451324313,-0.9792512454864255,8
sample_3893,-0.8034910925824812,-0.9324166232154014,8
sample_3894,1.1230043115781088,-2.6781113418438998,3
sample_3895,-0.8285368445662876,3.8819710705815567,7
sample_3896,-3.0936250984339364,5.655507712268122,7
sample_3897,-0.49235679745461863,-7.7548352389726825,0
sample_3898,-6.176624737348836,-1.7536590802048342,1
sample_3899,-6.142606418576213,0.5387012500172385,1
sample_3900,-2.6342870736142197,5.435365316204652,7
sample_3901,-5.402520347818766,1.87820692461049,1
sample_3902,-6.177698606651534,-1.903523592402999,1
sample_3903,2.652997799022931,-4.192676677784669,2
sample_3904,0.01739303861784075,6.997439812193045,4
sample_3905,1.9029727115406314,4.375019497597436,9
sample_3906,-0.050106948124162456,7.065650443333071,4
sample_3907,-0.3835446806490554,-8.349102925557702,0
sample_3908,2.1665403128702088,-0.89234254131642,5
sample_3909,-2.867062954209846,-6.830457845700682,6
sample_3910,-2.8899111620300415,5.505560256238381,7
sample_3911,-3.11818260931298,-4.21626766310534,6
sample_3912,-0.22202098139335477,6.877393681133996,4
sample_3913,-1.0365444225360914,5.456842348565067,9
sample_3914,-1.2033869373714223,5.943964516337937,9
sample_3915,-1.1190189867433478,3.973218268341802,7
sample_3916,-2.833450915446798,5.624305460694664,7
sample_3917,-3.060321038161625,5.560973804279749,7
sample_3918,2.17051141051962,-4.651509514329198,2
sample_3919,1.389775465741048,-1.5037862511150462,8
sample_3920,-3.182832676160983,-5.137022044736213,6
sample_3921,0.8878435023893937,-1.858980309342782,3
sample_3922,2.0346960175571223,-0.552703667279648,5
sample_3923,1.9549581784954981,-1.4836917575162374,5
sample_3924,0.611314817230683,-2.519903927489064,3
sample_3925,2.4360832520534657,-4.843725698075488,2
sample_3926,-1.1786559698649415,5.821245499631872,9
sample_3927,-5.586439439100171,1.0417941153888024,1
sample_3928,-0.6522326081623604,5.462624521435719,9
sample_3929,0.12997885695541955,-0.37010122517427835,8
sample_3930,-0.2405468808098264,-8.230586848196117,0
sample_3931,2.23737869515035,-5.564418935558752,2
sample_3932,-0.33986081404436985,-0.3864462172344967,8
sample_3933,-2.8969059864307547,-5.4132258752992,6
sample_3934,-3.140126079255483,4.977459615506833,7
sample_3935,2.7885671904900846,-4.565554420833648,2
sample_3936,-1.0569566104356374,5.543577566500164,9
sample_3937,-2.6746118306799125,-6.943946040720377,6
sample_3938,0.06364733027634253,-7.031321077127362,0
sample_3939,1.782654672174113,-2.379621236947823,3
sample_3940,-2.8373817527149097,-6.2643889171206855,6
sample_3941,-1.7768334674105466,4.192329034251184,7
sample_3942,0.5696336366969617,-2.8040054986494396,3
sample_3943,-1.8992069073813334,3.8515290861936267,7
sample_3944,0.09835641157234593,-8.145159603505103,0
sample_3945,3.1062122099304603,1.0866480811762151,5
sample_3946,-0.4331192423251505,6.879904209320141,4
sample_3947,0.07596169000479816,5.109184592070536,4
sample_3948,-2.598626830539563,-5.839375313801046,6
sample_3949,-3.2009284214388707,5.399104034711043,7
sample_3950,0.3242685533831585,-3.2294483126527616,3
sample_3951,-2.5729519840756914,-6.046237318627447,6
sample_3952,-2.676610627514316,5.732868374900474,7
sample_3953,-2.6862834812991254,-3.977138004451861,6
sample_3954,-0.4651138160720059,-6.809233869948559,0
sample_3955,-5.90836715431085,1.899517842381291,1
sample_3956,-5.842376298390825,-0.9063200878925985,1
sample_3957,-5.79083381017922,-1.2909434834843965,1
sample_3958,0.07560872092540519,6.562198255816321,4
sample_3959,0.3522605555180263,-0.8839192968845908,8
sample_3960,-0.6372771662578874,-1.0528322436924895,8
sample_3961,-2.1380279705489653,-4.482304401186232,6
sample_3962,-0.8280156686931774,-0.5869774751116171,8
sample_3963,-5.229102044907635,1.5604091475858832,1
sample_3964,-5.941200538831437,-0.33451659180570453,1
sample_3965,0.1998353159902908,-6.558942215887577,0
sample_3966,2.2186226989259303,-4.9964155846299745,2
sample_3967,-5.594767131840468,0.5179081156080394,1
sample_3968,-1.2370898226168459,6.083992369278277,9
sample_3969,-0.20301941382409552,-0.2807258134122729,8
sample_3970,1.1366744776433948,-3.0631320380027365,3
sample_3971,-1.2355538926572818,6.204500882177443,9
sample_3972,-6.19540140740038,-0.843057806278671,1
sample_3973,1.3853710955486063,-0.5640526354572267,5
sample_3974,-0.0711087294549167,6.812206737829874,4
sample_3975,1.97108960877781,0.44646929058886237,5
sample_3976,1.9946401951297135,-4.246702513030343,2
sample_3977,-0.3784151234183332,-0.6516275708178803,8
sample_3978,-1.2400675035987767,5.7769344848897415,9
sample_3979,1.1551685319676939,5.048432961201511,4
sample_3980,-0.8333325842387351,-0.6286155135680429,8
sample_3981,2.7103939842020957,-5.895806992342575,2
sample_3982,2.267425187505307,-4.074520868187274,2
sample_3983,-0.4525044907342584,5.014172169097284,9
sample_3984,-0.1635253415221,-0.5376005087669745,8
sample_3985,-2.7020128937317516,-4.433773227859081,4
sample_3986,-2.9472365098716615,-5.813665983013272,6
sample_3987,0.46021522574252366,-0.9657940312711902,8
sample_3988,-1.553492810713654,6.604167484348358,9
sample_3989,1.6279303102835,-0.4131871335034033,5
sample_3990,1.906192475167783,-4.276838363541781,2
sample_3991,1.576514570796435,4.704111261558304,4
sample_3992,-1.2379424032480406,6.289063690223334,9
sample_3993,-0.5210710151890682,4.011340439654513,7
sample_3994,-2.6541687830178065,-5.976813035318355,6
sample_3995,-3.4764054757711684,-5.337337435464451,6
sample_3996,0.7511830340746856,-2.8260423272181994,3
sample_3997,-5.4096685422682755,1.4811452481762144,1
sample_3998,1.0538149689441458,-2.4542512077595564,3
sample_3999,1.4154263231981112,4.799771768095843,9
sample_4000,-2.897672731940609,-5.987466798012914,6
sample_4001,-3.0534042620993658,5.4646107261693215,7
sample_4002,1.189491135809036,-2.658654427029131,3
sample_4003,0.08671001589347721,-7.374510720759739,0
sample_4004,-6.226119527655987,-0.3742330144503421,1
sample_4005,1.9449450506608241,-1.7083141495649825,5
sample_4006,1.9481788861996092,-4.211019402684374,2
sample_4007,-0.10444641333559179,-0.4824409081584236,8
sample_4008,1.9787766638365456,-1.23510048559048,5
sample_4009,-0.2903631121400188,-7.116369089036158,0
sample_4010,0.091609917303103,-7.055583822959259,0
sample_4011,-5.893391348615982,1.2984031757655667,1
sample_4012,1.1879650062085174,-2.532535429440639,3
sample_4013,-5.2929883684479035,2.202875368150519,1
sample_4014,-6.200215276699645,-1.4712495350257446,1
sample_4015,-5.080352251524718,2.0548623764593756,1
sample_4016,2.112851585531531,-1.1564581041116682,5
sample_4017,2.435126051798973,-4.235425928071822,2
sample_4018,2.1336102264352994,-1.5280642261598,5
sample_4019,-2.932221311234536,-5.105447095819258,6
sample_4020,-1.2686652993414884,5.960188284283832,9
sample_4021,-0.6519767519916514,3.813279238144622,7
sample_4022,-0.6939839869462178,-1.1270432414491056,8
sample_4023,1.1014122271049676,-2.592677770261305,3
sample_4024,-0.10059545840623227,-7.636423116359841,0
sample_4025,-2.5612890880371912,4.877467346448202,7
sample_4026,-1.1430573761952456,5.829485103717785,9
sample_4027,1.0111165570986713,4.744432168900866,9
sample_4028,0.5298295420369954,-6.509056780929681,0
sample_4029,2.595200006673588,-4.484236112773417,2
sample_4030,-5.86371376021006,-1.8483466998721745,1
sample_4031,-2.7242137310052397,-6.870284080335894,6
sample_4032,3.0219947440402173,-5.32386258829408,2
sample_4033,0.6126894912413863,5.437508877927752,9
sample_4034,0.8872807104126003,-2.961551986536361,3
sample_4035,-2.5275931883236753,5.6594074674257735,7
sample_4036,0.3962406030390441,6.979720586307168,4
sample_4037,-0.4772914710160005,-0.41996382055442993,8
sample_4038,1.9220355627846648,0.2503651676318057,5
sample_4039,1.8576794185430097,5.202813030616142,4
sample_4040,-2.897991542502572,-5.1348581809554235,6
sample_4041,-0.14237654174464556,-1.5514826524732006,8
sample_4042,-1.2248548757731554,4.583323996994793,7
sample_4043,-2.930969304339137,5.823105021107529,7
sample_4044,-1.340852970981315,-0.7465816869993693,8
sample_4045,-0.1905156745901736,-7.272460644412248,0
sample_4046,-1.0687769464565742,5.8031206888350395,9
sample_4047,0.07696223923429224,3.775759951005149,7
sample_4048,0.37174626029268026,-6.358706724194776,0
sample_4049,1.841792315662358,-0.789372110059147,5
sample_4050,-6.0677073768444005,-2.1439137440646667,1
sample_4051,1.798926158528932,4.5099810217445135,9
sample_4052,2.4323964927230515,-5.902007350282886,2
sample_4053,1.2667267240564204,-1.3263376326271563,8
sample_4054,1.044631762920401,-2.8871942896000444,3
sample_4055,-3.1607813299038137,-6.321247893101504,6
sample_4056,0.22722613174939416,7.108696790409615,4
sample_4057,1.166178165236029,4.84848364457027,9
sample_4058,2.4548165094257604,0.7078611956703356,5
sample_4059,1.5182538896981617,-4.817253182536918,8
sample_4060,-2.815982719785695,-4.623286764745268,6
sample_4061,0.6617126404598386,4.982217542378069,9
sample_4062,-0.983652856557132,4.466413770366538,7
sample_4063,1.9413015214413207,-1.655544637927144,5
sample_4064,-1.3270446073588233,-0.5851116662027146,8
sample_4065,-5.4457207337377485,1.4247316498100966,1
sample_4066,-0.974110338153273,6.0936731998950755,9
sample_4067,0.7082267886017959,-1.3554322328678527,1
sample_4068,0.41325228281081344,-7.097762804019602,0
sample_4069,0.32857981154493743,-2.63083316751295,3
sample_4070,-6.074198187177605,-1.9167027042881122,1
sample_4071,-5.5850586041046135,0.8830798631671974,1
sample_4072,2.4487885694144604,-6.020904979209816,2
sample_4073,-3.313782710449656,-5.013711776487856,6
sample_4074,0.8337288767783083,-3.3861532321602366,3
sample_4075,-1.3060007881024074,3.8539384527341665,7
sample_4076,0.19522459319553412,7.1193640856322125,4
sample_4077,1.7744424258186438,-1.2397896861659563,5
sample_4078,3.1475764722265223,0.934766877382239,5
sample_4079,-3.287678748273451,-5.703665343047932,6
sample_4080,-2.6559570036190454,-4.982681453828985,6
sample_4081,2.8764532985251465,-4.033765998260333,2
sample_4082,-1.4124737879635008,4.872434891686367,7
sample_4083,-0.4065803517892047,-7.799850461502495,0
sample_4084,-1.7920801932226136,-0.5575356272736283,8
sample_4085,-0.09407846120126886,-0.39792460662091855,8
sample_4086,-2.161398394421103,6.281759106595093,9
sample_4087,2.4465028975312553,-4.828168456617419,2
sample_4088,-3.21153747285859,-5.17536941002233,6
sample_4089,0.6480034971144534,6.209955338425883,4
sample_4090,-6.093750293171271,-1.1702820630412079,1
sample_4091,-3.0660284900869486,-4.207748222514148,6
sample_4092,-0.9510248659734649,5.997531258589463,9
sample_4093,-0.5067435169660987,5.088339222315099,9
sample_4094,0.12125487488997591,5.547598467548503,9
sample_4095,0.32558387283849477,-3.0317078778089726,3
sample_4096,-0.3813866618310884,5.48420200485917,9
sample_4097,2.479648192526734,-4.67878859015553,2
sample_4098,0.5174047292571963,6.948729921423527,4
sample_4099,1.7855074204436139,4.335217979981192,9
sample_4100,0.029026841214547065,7.175079557467575,4
sample_4101,-0.9157329105612123,-0.496044271759724,8
sample_4102,1.0256881818729275,-2.986879752392257,3
sample_4103,1.3227130289240783,5.550759265130666,4
sample_4104,-1.231567186855136,-1.4100844325790767,8
sample_4105,1.4628243444096727,0.4025199024164478,5
sample_4106,-6.012860979800004,-1.815851973371806,1
sample_4107,-0.6293636597076865,-7.31027155526488,0
sample_4108,0.31036870705697517,6.972761467750478,4
sample_4109,-0.07966264550620716,-6.990604304540356,0
sample_4110,-5.978767512731208,-2.038629767151362,1
sample_4111,-3.4862641289526577,-4.596373768861134,6
sample_4112,3.3466598773668337,-5.04205782772887,2
sample_4113,-2.736741492679468,-4.621409598441477,6
sample_4114,1.9764658168090754,0.43082658393869433,5
sample_4115,2.1938428800819367,4.846403704175519,4
sample_4116,1.0736277049119571,-7.079439386712986,0
sample_4117,-2.8887458023021693,5.052781773409048,7
sample_4118,-1.5040228795573585,6.432053940674159,9
sample_4119,0.4470712599866101,4.656245706080627,9
sample_4120,2.076594222012147,0.16707903420270825,5
sample_4121,-5.868666316194675,0.2412303545302033,1
sample_4122,0.7402006426813494,-2.4543835367433635,3
sample_4123,-1.7636396269487251,5.423363183216092,9
sample_4124,-0.271280683442035,-6.8439615715870366,0
sample_4125,1.3934153029681653,4.3793649584908625,9
sample_4126,0.4747938765942389,6.865724197718573,4
sample_4127,1.6917314390866933,-0.7097139195264673,5
sample_4128,-0.43922924103766714,5.489497433745749,9
sample_4129,-5.167985522025299,2.431536090121185,1
sample_4130,-5.772951686196623,-1.752021881352815,1
