ID,NodeType,weight,x,y,degree,degree.in,degree.out,degreeCentrality,OutDegreeCentrality,label
1738,1,1,0,0,26,2,24,0.000147335494253916,0.000272003989391844,1738
1739,1,1,0,0,14,4,10,7.93344969059546E-05,0.000113334995579935,1739
174,0,1,0,0,4,1,3,2.2666999115987E-05,3.40004986739806E-05,174
1740,1,1,0,0,37,4,33,0.00020966974182288,0.000374005485413786,1740
1741,2,1,0,0,104,16,88,0.000589341977015663,0.000997347961103429,1741
1742,1,1,0,0,79,12,67,0.000447673232540744,0.000759344470385566,1742
1743,1,1,0,0,26,5,21,0.000147335494253916,0.000238003490717864,1743
1744,1,1,0,0,37,5,32,0.00020966974182288,0.000362671985855793,1744
1745,1,1,0,0,19,2,17,0.000107668245800938,0.00019266949248589,1745
1746,2,1,0,0,202,34,168,0.00114468345535735,0.00190402792574291,1746
1747,6,1,0,0,22,5,17,0.000124668495137929,0.00019266949248589,1747
1748,1,1,0,0,13,1,12,7.36677471269579E-05,0.000136001994695922,1748
1749,1,1,0,0,13,1,12,7.36677471269579E-05,0.000136001994695922,1749
175,0,1,0,0,17,8,9,9.63347462429449E-05,0.000102001496021942,175
1750,2,1,0,0,126,20,106,0.000714010472153592,0.00120135095314731,1750
1751,1,1,0,0,50,11,39,0.000283337488949838,0.000442006482761747,1751
1752,2,1,0,0,115,16,99,0.000651676224584627,0.00112201645624136,1752
1753,2,1,0,0,82,15,67,0.000464673481877734,0.000759344470385566,1753
1754,2,1,0,0,57,5,52,0.000323004737402815,0.000589341977015663,1754
1755,2,1,0,0,2,,2,1.13334995579935E-05,2.2666999115987E-05,1755
1756,1,1,0,0,16,1,15,9.06679964639481E-05,0.000170002493369903,1756
1757,2,1,0,0,131,19,112,0.000742344221048575,0.00126935195049527,1757
1758,5,1,0,0,27,11,16,0.000153002244032912,0.000181335992927896,1758
1759,1,1,0,0,6,1,5,3.40004986739806E-05,5.66674977899676E-05,1759
176,0,1,0,0,14,4,10,7.93344969059546E-05,0.000113334995579935,176
1760,6,1,0,0,3,,3,1.70002493369903E-05,3.40004986739806E-05,1760
1761,2,1,0,0,121,22,99,0.000685676723258608,0.00112201645624136,1761
1762,1,1,0,0,4,,4,2.2666999115987E-05,4.53339982319741E-05,1762
1763,1,1,0,0,32,6,26,0.000181335992927896,0.000294670988507831,1763
1764,1,1,0,0,25,,25,0.000141668744474919,0.000283337488949838,1764
1765,2,1,0,0,66,12,54,0.000374005485413786,0.00061200897613165,1765
1766,1,1,0,0,40,7,33,0.00022666999115987,0.000374005485413786,1766
1767,1,1,0,0,36,1,35,0.000204002992043883,0.000396672484529773,1767
1768,2,1,0,0,209,30,179,0.00118435070381032,0.00202869642088084,1768
1769,2,1,0,0,25,4,21,0.000141668744474919,0.000238003490717864,1769
177,0,1,0,0,11,3,8,6.23342475689643E-05,9.06679964639481E-05,177
1770,1,1,0,0,47,4,43,0.000266337239612848,0.000487340480993721,1770
1771,2,1,0,0,20,3,17,0.000113334995579935,0.00019266949248589,1771
1772,2,1,0,0,61,11,50,0.000345671736518802,0.000566674977899676,1772
1773,1,1,0,0,23,3,20,0.000130335244916925,0.00022666999115987,1773
1774,2,1,0,0,40,8,32,0.00022666999115987,0.000362671985855793,1774
1775,2,1,0,0,8,1,7,4.53339982319741E-05,7.93344969059546E-05,1775
1776,1,1,0,0,5,1,4,2.83337488949838E-05,4.53339982319741E-05,1776
1777,1,1,0,0,5,,5,2.83337488949838E-05,5.66674977899676E-05,1777
1778,1,1,0,0,38,1,37,0.000215336491601877,0.00041933948364576,1778
1779,6,1,0,0,22,4,18,0.000124668495137929,0.000204002992043883,1779
178,0,1,0,0,13,9,4,7.36677471269579E-05,4.53339982319741E-05,178
1780,2,1,0,0,20,4,16,0.000113334995579935,0.000181335992927896,1780
1781,1,1,0,0,26,4,22,0.000147335494253916,0.000249336990275857,1781
1782,2,1,0,0,67,11,56,0.000379672235192783,0.000634675975247637,1782
1783,1,1,0,0,121,15,106,0.000685676723258608,0.00120135095314731,1783
1784,6,1,0,0,17,4,13,9.63347462429449E-05,0.000147335494253916,1784
1785,1,1,0,0,30,1,29,0.000170002493369903,0.000328671487181812,1785
1786,1,1,0,0,97,13,84,0.000549674728562686,0.000952013962871455,1786
1787,6,1,0,0,38,6,32,0.000215336491601877,0.000362671985855793,1787
1788,6,1,0,0,10,,10,5.66674977899676E-05,0.000113334995579935,1788
1789,2,1,0,0,103,13,90,0.000583675227236666,0.00102001496021942,1789
179,0,1,0,0,3,,3,1.70002493369903E-05,3.40004986739806E-05,179
1790,1,1,0,0,38,3,35,0.000215336491601877,0.000396672484529773,1790
1791,2,1,0,0,131,19,112,0.000742344221048575,0.00126935195049527,1791
1792,2,1,0,0,6,1,5,3.40004986739806E-05,5.66674977899676E-05,1792
1793,2,1,0,0,145,18,127,0.00082167871795453,0.00143935444386518,1793
1794,1,1,0,0,57,9,48,0.000323004737402815,0.000544007978783689,1794
1795,2,1,0,0,89,11,78,0.000504340730330712,0.000884012965523494,1795
1796,2,1,0,0,71,10,61,0.00040233923430877,0.000691343473037605,1796
1797,2,1,0,0,5,1,4,2.83337488949838E-05,4.53339982319741E-05,1797
1798,6,1,0,0,34,4,30,0.00019266949248589,0.000340004986739806,1798
1799,2,1,0,0,152,20,132,0.000861345966407507,0.00149602194165514,1799
18,0,1,0,0,1,,1,5.66674977899676E-06,1.13334995579935E-05,18
180,0,1,0,0,20,11,9,0.000113334995579935,0.000102001496021942,180
1800,2,1,0,0,245,29,216,0.00138835369585421,0.0024480359045266,1800
1801,1,1,0,0,23,1,22,0.000130335244916925,0.000249336990275857,1801
1802,6,1,0,0,12,2,10,6.80009973479611E-05,0.000113334995579935,1802
1803,6,1,0,0,25,2,23,0.000141668744474919,0.000260670489833851,1803
1804,2,1,0,0,195,19,176,0.00110501620690437,0.00199469592220686,1804
1805,2,1,0,0,22,4,18,0.000124668495137929,0.000204002992043883,1805
1806,6,1,0,0,32,3,29,0.000181335992927896,0.000328671487181812,1806
1807,1,1,0,0,51,3,48,0.000289004238728835,0.000544007978783689,1807
1808,1,1,0,0,14,,14,7.93344969059546E-05,0.000158668993811909,1808
1809,2,1,0,0,113,13,100,0.000640342725026634,0.00113334995579935,1809
181,0,1,0,0,10,6,4,5.66674977899676E-05,4.53339982319741E-05,181
1810,2,1,0,0,102,11,91,0.000578008477457669,0.00103134845977741,1810
1811,2,1,0,0,63,7,56,0.000357005236076796,0.000634675975247637,1811
1812,1,1,0,0,44,5,39,0.000249336990275857,0.000442006482761747,1812
1813,2,1,0,0,156,17,139,0.000884012965523494,0.0015753564385611,1813
1814,1,1,0,0,10,,10,5.66674977899676E-05,0.000113334995579935,1814
1815,1,1,0,0,24,2,22,0.000136001994695922,0.000249336990275857,1815
1816,2,1,0,0,131,11,120,0.000742344221048575,0.00136001994695922,1816
1817,2,1,0,0,15,5,10,8.50012466849514E-05,0.000113334995579935,1817
1818,1,1,0,0,30,3,27,0.000170002493369903,0.000306004488065825,1818
1819,2,1,0,0,88,7,81,0.000498673980551715,0.000918013464197475,1819
182,0,1,0,0,3,1,2,1.70002493369903E-05,2.2666999115987E-05,182
1820,1,1,0,0,67,8,59,0.000379672235192783,0.000668676473921618,1820
1821,2,1,0,0,27,2,25,0.000153002244032912,0.000283337488949838,1821
1822,6,1,0,0,12,1,11,6.80009973479611E-05,0.000124668495137929,1822
1823,2,1,0,0,127,10,117,0.000719677221932588,0.00132601944828524,1823
1824,1,1,0,0,58,4,54,0.000328671487181812,0.00061200897613165,1824
1825,6,1,0,0,29,,29,0.000164335743590906,0.000328671487181812,1825
1826,2,1,0,0,102,5,97,0.000578008477457669,0.00109934945712537,1826
1827,2,1,0,0,201,15,186,0.00113901670557835,0.00210803091778679,1827
1828,1,1,0,0,56,5,51,0.000317337987623819,0.000578008477457669,1828
1829,1,1,0,0,16,2,14,9.06679964639481E-05,0.000158668993811909,1829
183,0,1,0,0,2,,2,1.13334995579935E-05,2.2666999115987E-05,183
1830,1,1,0,0,16,,16,9.06679964639481E-05,0.000181335992927896,1830
1831,1,1,0,0,42,2,40,0.000238003490717864,0.000453339982319741,1831
1832,2,1,0,0,46,5,41,0.000260670489833851,0.000464673481877734,1832
1833,2,1,0,0,191,9,182,0.00108234920778838,0.00206269691955482,1833
1834,2,1,0,0,1,,1,5.66674977899676E-06,1.13334995579935E-05,1834
1835,2,1,0,0,182,11,171,0.00103134845977741,0.00193802842441689,1835
1836,2,1,0,0,25,1,24,0.000141668744474919,0.000272003989391844,1836
1837,6,1,0,0,38,2,36,0.000215336491601877,0.000408005984087767,1837
1838,2,1,0,0,6,,6,3.40004986739806E-05,6.80009973479611E-05,1838
1839,2,1,0,0,165,10,155,0.000935013713534465,0.001756692431489,1839
184,0,1,0,0,18,9,9,0.000102001496021942,0.000102001496021942,184
1840,1,1,0,0,10,,10,5.66674977899676E-05,0.000113334995579935,1840
1841,1,1,0,0,49,4,45,0.000277670739170841,0.000510007480109708,1841
1842,2,1,0,0,119,8,111,0.000674343223700614,0.00125801845093728,1842
1843,2,1,0,0,40,1,39,0.00022666999115987,0.000442006482761747,1843
1844,1,1,0,0,70,4,66,0.000396672484529773,0.000748010970827572,1844
1845,2,1,0,0,101,2,99,0.000572341727678673,0.00112201645624136,1845
1846,2,1,0,0,38,2,36,0.000215336491601877,0.000408005984087767,1846
1847,6,1,0,0,26,1,25,0.000147335494253916,0.000283337488949838,1847
1848,1,1,0,0,36,2,34,0.000204002992043883,0.00038533898497178,1848
1849,2,1,0,0,119,3,116,0.000674343223700614,0.00131468594872725,1849
185,0,1,0,0,26,12,14,0.000147335494253916,0.000158668993811909,185
1850,1,1,0,0,29,2,27,0.000164335743590906,0.000306004488065825,1850
1851,2,1,0,0,42,,42,0.000238003490717864,0.000476006981435728,1851
1852,2,1,0,0,22,1,21,0.000124668495137929,0.000238003490717864,1852
1853,1,1,0,0,12,,12,6.80009973479611E-05,0.000136001994695922,1853
1854,2,1,0,0,2,,2,1.13334995579935E-05,2.2666999115987E-05,1854
1855,1,1,0,0,6,,6,3.40004986739806E-05,6.80009973479611E-05,1855
1856,2,1,0,0,4,,4,2.2666999115987E-05,4.53339982319741E-05,1856
1857,1,1,0,0,73,6,67,0.000413672733866763,0.000759344470385566,1857
1858,2,1,0,0,29,3,26,0.000164335743590906,0.000294670988507831,1858
1859,1,1,0,0,46,1,45,0.000260670489833851,0.000510007480109708,1859
186,0,1,0,0,44,22,22,0.000249336990275857,0.000249336990275857,186
1860,2,1,0,0,17,1,16,9.63347462429449E-05,0.000181335992927896,1860
1861,2,1,0,0,99,3,96,0.000561008228120679,0.00108801595756738,1861
1862,1,1,0,0,54,3,51,0.000306004488065825,0.000578008477457669,1862
1863,2,1,0,0,49,5,44,0.000277670739170841,0.000498673980551715,1863
1864,2,1,0,0,107,3,104,0.000606342226352653,0.00117868395403133,1864
1865,2,1,0,0,8,1,7,4.53339982319741E-05,7.93344969059546E-05,1865
1866,6,1,0,0,31,,31,0.0001756692431489,0.000351338486297799,1866
1867,2,1,0,0,123,5,118,0.000697010222816601,0.00133735294784324,1867
1868,2,1,0,0,121,4,117,0.000685676723258608,0.00132601944828524,1868
1869,1,1,0,0,15,1,14,8.50012466849514E-05,0.000158668993811909,1869
187,0,1,0,0,16,8,8,9.06679964639481E-05,9.06679964639481E-05,187
1870,1,1,0,0,23,1,22,0.000130335244916925,0.000249336990275857,1870
1871,1,1,0,0,82,3,79,0.000464673481877734,0.000895346465081488,1871
1872,1,1,0,0,50,2,48,0.000283337488949838,0.000544007978783689,1872
1873,1,1,0,0,41,2,39,0.000232336740938867,0.000442006482761747,1873
1874,2,1,0,0,13,1,12,7.36677471269579E-05,0.000136001994695922,1874
1875,1,1,0,0,28,,28,0.000158668993811909,0.000317337987623819,1875
1876,1,1,0,0,56,1,55,0.000317337987623819,0.000623342475689643,1876
1877,2,1,0,0,64,1,63,0.000362671985855793,0.000714010472153592,1877
1878,1,1,0,0,35,1,34,0.000198336242264887,0.00038533898497178,1878
1879,2,1,0,0,150,3,147,0.000850012466849514,0.00166602443502505,1879
188,0,1,0,0,48,23,25,0.000272003989391844,0.000283337488949838,188
1880,6,1,0,0,32,2,30,0.000181335992927896,0.000340004986739806,1880
1881,1,1,0,0,53,4,49,0.000300337738286828,0.000555341478341682,1881
1882,1,1,0,0,51,,51,0.000289004238728835,0.000578008477457669,1882
1883,2,1,0,0,18,,18,0.000102001496021942,0.000204002992043883,1883
1884,1,1,0,0,32,2,30,0.000181335992927896,0.000340004986739806,1884
1885,1,1,0,0,28,1,27,0.000158668993811909,0.000306004488065825,1885
1886,2,1,0,0,105,1,104,0.00059500872679466,0.00117868395403133,1886
1887,1,1,0,0,11,1,10,6.23342475689643E-05,0.000113334995579935,1887
1888,2,1,0,0,254,3,251,0.00143935444386518,0.00284470838905637,1888
1889,6,1,0,0,15,,15,8.50012466849514E-05,0.000170002493369903,1889
189,0,1,0,0,7,1,6,3.96672484529773E-05,6.80009973479611E-05,189
1890,2,1,0,0,6,,6,3.40004986739806E-05,6.80009973479611E-05,1890
1891,2,1,0,0,71,,71,0.00040233923430877,0.00080467846861754,1891
1892,6,1,0,0,12,,12,6.80009973479611E-05,0.000136001994695922,1892
1893,1,1,0,0,83,1,82,0.000470340231656731,0.000929346963755468,1893
1894,1,1,0,0,63,1,62,0.000357005236076796,0.000702676972595598,1894
1895,6,1,0,0,37,,37,0.00020966974182288,0.00041933948364576,1895
1896,6,1,0,0,9,,9,5.10007480109708E-05,0.000102001496021942,1896
1897,1,1,0,0,36,1,35,0.000204002992043883,0.000396672484529773,1897
1898,2,1,0,0,101,1,100,0.000572341727678673,0.00113334995579935,1898
1899,1,1,0,0,79,2,77,0.000447673232540744,0.000872679465965501,1899
19,0,1,0,0,16,14,2,9.06679964639481E-05,2.2666999115987E-05,19
190,0,1,0,0,4,1,3,2.2666999115987E-05,3.40004986739806E-05,190
1900,2,1,0,0,26,,26,0.000147335494253916,0.000294670988507831,1900
1901,1,1,0,0,14,1,13,7.93344969059546E-05,0.000147335494253916,1901
1902,2,1,0,0,130,1,129,0.000736677471269579,0.00146202144298116,1902
1903,1,1,0,0,40,,40,0.00022666999115987,0.000453339982319741,1903
1904,1,1,0,0,30,1,29,0.000170002493369903,0.000328671487181812,1904
1905,6,1,0,0,11,,11,6.23342475689643E-05,0.000124668495137929,1905
1906,1,1,0,0,22,,22,0.000124668495137929,0.000249336990275857,1906
1907,1,1,0,0,30,,30,0.000170002493369903,0.000340004986739806,1907
1908,6,1,0,0,10,,10,5.66674977899676E-05,0.000113334995579935,1908
1909,2,1,0,0,41,1,40,0.000232336740938867,0.000453339982319741,1909
191,0,1,0,0,3,,3,1.70002493369903E-05,3.40004986739806E-05,191
1910,1,1,0,0,31,,31,0.0001756692431489,0.000351338486297799,1910
1911,2,1,0,0,39,,39,0.000221003241380874,0.000442006482761747,1911
1912,4,1,0,0,755,748,7,0.00427839608314255,7.93344969059546E-05,1912
1913,8,1,0,0,19,17,2,0.000107668245800938,2.2666999115987E-05,1913
1914,4,1,0,0,47,46,1,0.000266337239612848,1.13334995579935E-05,1914
1915,4,1,0,0,11,10,1,6.23342475689643E-05,1.13334995579935E-05,1915
1916,8,1,0,0,79,76,3,0.000447673232540744,3.40004986739806E-05,1916
1917,9,1,0,0,190,189,1,0.00107668245800938,1.13334995579935E-05,1917
1918,9,1,0,0,161,159,2,0.000912346714418478,2.2666999115987E-05,1918
1919,4,1,0,0,55,53,2,0.000311671237844822,2.2666999115987E-05,1919
192,0,1,0,0,5,1,4,2.83337488949838E-05,4.53339982319741E-05,192
1920,8,1,0,0,123,119,4,0.000697010222816601,4.53339982319741E-05,1920
1921,4,1,0,0,40,38,2,0.00022666999115987,2.2666999115987E-05,1921
1922,4,1,0,0,15,13,2,8.50012466849514E-05,2.2666999115987E-05,1922
1923,8,1,0,0,56,55,1,0.000317337987623819,1.13334995579935E-05,1923
1924,4,1,0,0,6,5,1,3.40004986739806E-05,1.13334995579935E-05,1924
1925,9,1,0,0,125,122,3,0.000708343722374595,3.40004986739806E-05,1925
1926,8,1,0,0,134,131,3,0.000759344470385566,3.40004986739806E-05,1926
1927,4,1,0,0,55,52,3,0.000311671237844822,3.40004986739806E-05,1927
1928,4,1,0,0,23,21,2,0.000130335244916925,2.2666999115987E-05,1928
1929,9,1,0,0,151,147,4,0.000855679216628511,4.53339982319741E-05,1929
193,0,1,0,0,5,1,4,2.83337488949838E-05,4.53339982319741E-05,193
1930,4,1,0,0,13,12,1,7.36677471269579E-05,1.13334995579935E-05,1930
1931,4,1,0,0,39,35,4,0.000221003241380874,4.53339982319741E-05,1931
1932,8,1,0,0,95,88,7,0.000538341229004692,7.93344969059546E-05,1932
1933,4,1,0,0,11,10,1,6.23342475689643E-05,1.13334995579935E-05,1933
1934,8,1,0,0,12,11,1,6.80009973479611E-05,1.13334995579935E-05,1934
1935,4,1,0,0,50,44,6,0.000283337488949838,6.80009973479611E-05,1935
1936,4,1,0,0,22,20,2,0.000124668495137929,2.2666999115987E-05,1936
1937,4,1,0,0,4,3,1,2.2666999115987E-05,1.13334995579935E-05,1937
1938,9,1,0,0,189,185,4,0.00107101570823039,4.53339982319741E-05,1938
1939,8,1,0,0,79,75,4,0.000447673232540744,4.53339982319741E-05,1939
194,0,1,0,0,19,9,10,0.000107668245800938,0.000113334995579935,194
1940,8,1,0,0,93,88,5,0.000527007729446699,5.66674977899676E-05,1940
1941,8,1,0,0,223,215,8,0.00126368520071628,9.06679964639481E-05,1941
1942,9,1,0,0,39,37,2,0.000221003241380874,2.2666999115987E-05,1942
1943,9,1,0,0,192,187,5,0.00108801595756738,5.66674977899676E-05,1943
1944,8,1,0,0,29,27,2,0.000164335743590906,2.2666999115987E-05,1944
1945,8,1,0,0,146,133,13,0.000827345467733527,0.000147335494253916,1945
1946,9,1,0,0,191,183,8,0.00108234920778838,9.06679964639481E-05,1946
1947,8,1,0,0,120,111,9,0.000680009973479611,0.000102001496021942,1947
1948,8,1,0,0,108,97,11,0.00061200897613165,0.000124668495137929,1948
1949,4,1,0,0,8,7,1,4.53339982319741E-05,1.13334995579935E-05,1949
195,0,1,0,0,9,5,4,5.10007480109708E-05,4.53339982319741E-05,195
1950,4,1,0,0,12,11,1,6.80009973479611E-05,1.13334995579935E-05,1950
1951,4,1,0,0,64,56,8,0.000362671985855793,9.06679964639481E-05,1951
1952,8,1,0,0,17,15,2,9.63347462429449E-05,2.2666999115987E-05,1952
1953,9,1,0,0,123,118,5,0.000697010222816601,5.66674977899676E-05,1953
1954,4,1,0,0,93,78,15,0.000527007729446699,0.000170002493369903,1954
1955,8,1,0,0,92,84,8,0.000521340979667702,9.06679964639481E-05,1955
1956,4,1,0,0,8,7,1,4.53339982319741E-05,1.13334995579935E-05,1956
1957,4,1,0,0,39,33,6,0.000221003241380874,6.80009973479611E-05,1957
1958,4,1,0,0,34,29,5,0.00019266949248589,5.66674977899676E-05,1958
1959,8,1,0,0,120,110,10,0.000680009973479611,0.000113334995579935,1959
196,0,1,0,0,13,7,6,7.36677471269579E-05,6.80009973479611E-05,196
1960,4,1,0,0,43,42,1,0.000243670240496861,1.13334995579935E-05,1960
1961,4,1,0,0,7,6,1,3.96672484529773E-05,1.13334995579935E-05,1961
1962,9,1,0,0,187,179,8,0.00105968220867239,9.06679964639481E-05,1962
1963,9,1,0,0,86,81,5,0.000487340480993721,5.66674977899676E-05,1963
1964,8,1,0,0,96,90,6,0.000544007978783689,6.80009973479611E-05,1964
1965,4,1,0,0,20,18,2,0.000113334995579935,2.2666999115987E-05,1965
1966,9,1,0,0,172,163,9,0.000974680961987443,0.000102001496021942,1966
1967,4,1,0,0,2,,2,1.13334995579935E-05,2.2666999115987E-05,1967
1968,4,1,0,0,35,28,7,0.000198336242264887,7.93344969059546E-05,1968
1969,8,1,0,0,4,3,1,2.2666999115987E-05,1.13334995579935E-05,1969
197,0,1,0,0,16,7,9,9.06679964639481E-05,0.000102001496021942,197
1970,8,1,0,0,72,66,6,0.000408005984087767,6.80009973479611E-05,1970
1971,9,1,0,0,176,165,11,0.000997347961103429,0.000124668495137929,1971
1972,4,1,0,0,70,59,11,0.000396672484529773,0.000124668495137929,1972
1973,4,1,0,0,65,51,14,0.000368338735634789,0.000158668993811909,1973
1974,4,1,0,0,7,5,2,3.96672484529773E-05,2.2666999115987E-05,1974
1975,4,1,0,0,36,31,5,0.000204002992043883,5.66674977899676E-05,1975
1976,4,1,0,0,39,31,8,0.000221003241380874,9.06679964639481E-05,1976
1977,8,1,0,0,9,7,2,5.10007480109708E-05,2.2666999115987E-05,1977
1978,4,1,0,0,15,13,2,8.50012466849514E-05,2.2666999115987E-05,1978
1979,9,1,0,0,176,164,12,0.000997347961103429,0.000136001994695922,1979
198,1,1,0,0,12,10,2,6.80009973479611E-05,2.2666999115987E-05,198
1980,4,1,0,0,57,44,13,0.000323004737402815,0.000147335494253916,1980
1981,8,1,0,0,55,50,5,0.000311671237844822,5.66674977899676E-05,1981
1982,8,1,0,0,19,18,1,0.000107668245800938,1.13334995579935E-05,1982
1983,9,1,0,0,199,185,14,0.00112768320602036,0.000158668993811909,1983
1984,9,1,0,0,178,164,14,0.00100868146066142,0.000158668993811909,1984
1985,9,1,0,0,224,207,17,0.00126935195049527,0.00019266949248589,1985
1986,9,1,0,0,153,143,10,0.000867012716186504,0.000113334995579935,1986
1987,8,1,0,0,36,33,3,0.000204002992043883,3.40004986739806E-05,1987
1988,4,1,0,0,24,21,3,0.000136001994695922,3.40004986739806E-05,1988
1989,9,1,0,0,87,78,9,0.000493007230772718,0.000102001496021942,1989
199,0,1,0,0,47,25,22,0.000266337239612848,0.000249336990275857,199
1990,4,1,0,0,20,15,5,0.000113334995579935,5.66674977899676E-05,1990
1991,4,1,0,0,49,37,12,0.000277670739170841,0.000136001994695922,1991
1992,4,1,0,0,15,13,2,8.50012466849514E-05,2.2666999115987E-05,1992
1993,9,1,0,0,203,183,20,0.00115035020513634,0.00022666999115987,1993
1994,8,1,0,0,64,54,10,0.000362671985855793,0.000113334995579935,1994
1995,4,1,0,0,63,47,16,0.000357005236076796,0.000181335992927896,1995
1996,4,1,0,0,4,3,1,2.2666999115987E-05,1.13334995579935E-05,1996
1997,9,1,0,0,135,123,12,0.000765011220164562,0.000136001994695922,1997
1998,4,1,0,0,54,41,13,0.000306004488065825,0.000147335494253916,1998
1999,4,1,0,0,34,23,11,0.00019266949248589,0.000124668495137929,1999
2,0,1,0,0,10,9,1,5.66674977899676E-05,1.13334995579935E-05,2
20,0,1,0,0,15,12,3,8.50012466849514E-05,3.40004986739806E-05,20
200,0,1,0,0,57,22,35,0.000323004737402815,0.000396672484529773,200
2000,4,1,0,0,33,23,10,0.000187002742706893,0.000113334995579935,2000
2001,4,1,0,0,60,42,18,0.000340004986739806,0.000204002992043883,2001
2002,8,1,0,0,85,75,10,0.000481673731214724,0.000113334995579935,2002
2003,8,1,0,0,48,39,9,0.000272003989391844,0.000102001496021942,2003
2004,4,1,0,0,50,32,18,0.000283337488949838,0.000204002992043883,2004
2005,9,1,0,0,155,137,18,0.000878346215744498,0.000204002992043883,2005
2006,4,1,0,0,52,33,19,0.000294670988507831,0.000215336491601877,2006
2007,8,1,0,0,171,149,22,0.000969014212208446,0.000249336990275857,2007
2008,4,1,0,0,7,6,1,3.96672484529773E-05,1.13334995579935E-05,2008
2009,4,1,0,0,45,27,18,0.000255003740054854,0.000204002992043883,2009
201,0,1,0,0,4,1,3,2.2666999115987E-05,3.40004986739806E-05,201
2010,8,1,0,0,84,71,13,0.000476006981435728,0.000147335494253916,2010
2011,4,1,0,0,40,23,17,0.00022666999115987,0.00019266949248589,2011
2012,4,1,0,0,15,8,7,8.50012466849514E-05,7.93344969059546E-05,2012
2013,4,1,0,0,9,3,6,5.10007480109708E-05,6.80009973479611E-05,2013
2014,4,1,0,0,10,6,4,5.66674977899676E-05,4.53339982319741E-05,2014
2015,4,1,0,0,5,3,2,2.83337488949838E-05,2.2666999115987E-05,2015
2016,4,1,0,0,18,11,7,0.000102001496021942,7.93344969059546E-05,2016
2017,4,1,0,0,7,5,2,3.96672484529773E-05,2.2666999115987E-05,2017
2018,4,1,0,0,55,31,24,0.000311671237844822,0.000272003989391844,2018
2019,9,1,0,0,19,16,3,0.000107668245800938,3.40004986739806E-05,2019
202,0,1,0,0,4,1,3,2.2666999115987E-05,3.40004986739806E-05,202
2020,9,1,0,0,158,140,18,0.000895346465081488,0.000204002992043883,2020
2021,9,1,0,0,31,24,7,0.0001756692431489,7.93344969059546E-05,2021
2022,4,1,0,0,50,27,23,0.000283337488949838,0.000260670489833851,2022
2023,4,1,0,0,25,21,4,0.000141668744474919,4.53339982319741E-05,2023
2024,4,1,0,0,53,28,25,0.000300337738286828,0.000283337488949838,2024
2025,4,1,0,0,30,18,12,0.000170002493369903,0.000136001994695922,2025
2026,8,1,0,0,96,83,13,0.000544007978783689,0.000147335494253916,2026
2027,4,1,0,0,44,24,20,0.000249336990275857,0.00022666999115987,2027
2028,8,1,0,0,106,92,14,0.000600675476573656,0.000158668993811909,2028
2029,8,1,0,0,34,29,5,0.00019266949248589,5.66674977899676E-05,2029
203,0,1,0,0,57,26,31,0.000323004737402815,0.000351338486297799,203
2030,9,1,0,0,187,164,23,0.00105968220867239,0.000260670489833851,2030
2031,8,1,0,0,53,46,7,0.000300337738286828,7.93344969059546E-05,2031
2032,8,1,0,0,147,125,22,0.000833012217512524,0.000249336990275857,2032
2033,9,1,0,0,173,152,21,0.000980347711766439,0.000238003490717864,2033
2034,4,1,0,0,8,7,1,4.53339982319741E-05,1.13334995579935E-05,2034
2035,4,1,0,0,30,23,7,0.000170002493369903,7.93344969059546E-05,2035
2036,8,1,0,0,21,16,5,0.000119001745358932,5.66674977899676E-05,2036
2037,9,1,0,0,173,149,24,0.000980347711766439,0.000272003989391844,2037
2038,8,1,0,0,123,107,16,0.000697010222816601,0.000181335992927896,2038
2039,8,1,0,0,112,92,20,0.000634675975247637,0.00022666999115987,2039
204,0,1,0,0,22,10,12,0.000124668495137929,0.000136001994695922,204
2040,9,1,0,0,152,132,20,0.000861345966407507,0.00022666999115987,2040
2041,4,1,0,0,8,5,3,4.53339982319741E-05,3.40004986739806E-05,2041
2042,8,1,0,0,96,79,17,0.000544007978783689,0.00019266949248589,2042
2043,9,1,0,0,174,150,24,0.000986014461545436,0.000272003989391844,2043
2044,9,1,0,0,25,20,5,0.000141668744474919,5.66674977899676E-05,2044
2045,9,1,0,0,176,151,25,0.000997347961103429,0.000283337488949838,2045
2046,9,1,0,0,123,100,23,0.000697010222816601,0.000260670489833851,2046
2047,8,1,0,0,205,174,31,0.00116168370469434,0.000351338486297799,2047
2048,8,1,0,0,17,16,1,9.63347462429449E-05,1.13334995579935E-05,2048
2049,4,1,0,0,37,28,9,0.00020966974182288,0.000102001496021942,2049
205,0,1,0,0,2,,2,1.13334995579935E-05,2.2666999115987E-05,205
2050,4,1,0,0,23,13,10,0.000130335244916925,0.000113334995579935,2050
2051,4,1,0,0,9,8,1,5.10007480109708E-05,1.13334995579935E-05,2051
2052,8,1,0,0,106,85,21,0.000600675476573656,0.000238003490717864,2052
2053,8,1,0,0,115,97,18,0.000651676224584627,0.000204002992043883,2053
2054,8,1,0,0,163,133,30,0.000923680213976472,0.000340004986739806,2054
2055,9,1,0,0,73,57,16,0.000413672733866763,0.000181335992927896,2055
2056,9,1,0,0,115,98,17,0.000651676224584627,0.00019266949248589,2056
2057,8,1,0,0,42,34,8,0.000238003490717864,9.06679964639481E-05,2057
2058,9,1,0,0,76,61,15,0.000430672983203754,0.000170002493369903,2058
2059,9,1,0,0,193,162,31,0.00109368270734637,0.000351338486297799,2059
